"","spp1","spp2","overlap_mean_sp1to2","overlap_mean_sp2to1"
"1507","Palicourea_cyanococca","Palicourea_guianensis",54.4946,97.3767
"1508","Palicourea_hazenii","Palicourea_guianensis",36.443,69.2316
"1509","Palicourea_tomentosa","Palicourea_guianensis",95.8605,89.4598
"1510","Psychotria_rosea","Palicourea_guianensis",98.1382,69.4106
"1511","Psychotria_suterella","Palicourea_guianensis",8.5455,5.9528
"1512","Palicourea_brachypoda","Palicourea_guianensis",2.9518,44.6755
"1513","Palicourea_sessilis","Palicourea_guianensis",14.1779,15.7934
"1514","Palicourea_divaricata","Palicourea_guianensis",22.9401,75.8282
"1515","Palicourea_racemosa","Palicourea_guianensis",91.0808,88.157
"1516","Palicourea_subfusca","Palicourea_guianensis",47.817,92.6715
"1517","Palicourea_topoensis","Palicourea_guianensis",79.3763,11.3984
"1518","Palicourea_brevicollis","Palicourea_guianensis",12.373,13.9986
"1520","Palicourea_grandiflora","Palicourea_marcgravii",36.0932,50.9728
"1521","Palicourea_rigida","Palicourea_marcgravii",88.4878,91.9096
"1522","Palicourea_egensis","Palicourea_marcgravii",1.6437,32.7219
"1523","Palicourea_polycephala","Palicourea_marcgravii",75.9004,4.3674
"1524","Palicourea_deflexa","Palicourea_marcgravii",82.3342,66.0262
"1525","Palicourea_woronovii","Palicourea_marcgravii",30.6221,2.2998
"1526","Palicourea_bangii","Palicourea_marcgravii",61.6737,35.4695
"1527","Palicourea_flavifolia","Palicourea_marcgravii",79.7621,37.9663
"1528","Palicourea_reticulata","Palicourea_marcgravii",20.0476,77.5101
"1529","Palicourea_stipularis","Palicourea_marcgravii",18.4828,97.2428
"1530","Palicourea_flavescens","Palicourea_marcgravii",7.5979,2.6365
"1531","Palicourea_stenosepala","Palicourea_marcgravii",7.864,25.8788
"1532","Palicourea_lineata","Palicourea_marcgravii",85.8958,13.0755
"1533","Palicourea_padifolia","Palicourea_marcgravii",25.2413,59.0906
"1534","Palicourea_lehmannii","Palicourea_marcgravii",1.3336,49.7152
"1535","Palicourea_thyrsiflora","Palicourea_marcgravii",20.76,95.8562
"1536","Palicourea_demissa","Palicourea_marcgravii",41.9358,7.1552
"1537","Palicourea_amethystina","Palicourea_marcgravii",94.4669,6.8957
"1538","Palicourea_standleyana","Palicourea_marcgravii",5.5519,1.4361
"1539","Palicourea_seemannii","Palicourea_marcgravii",4.5111,10.3875
"1540","Palicourea_pyramidalis","Palicourea_marcgravii",3.0601,1.4273
"1541","Palicourea_luteonivea","Palicourea_marcgravii",56.5187,30.4935
"1542","Palicourea_sulphurea","Palicourea_marcgravii",16.5163,92.4084
"1543","Palicourea_apicata","Palicourea_marcgravii",67.4201,4.7273
"1544","Palicourea_loxensis","Palicourea_marcgravii",4.8956,9.334
"1545","Palicourea_angustifolia","Palicourea_marcgravii",34.1702,6.903
"1546","Palicourea_tetragona","Palicourea_marcgravii",43.0239,18.9767
"1547","Palicourea_domingensis","Palicourea_marcgravii",40.0791,73.4201
"1548","Palicourea_pubescens","Palicourea_marcgravii",75.4093,63.1627
"1549","Palicourea_correae","Palicourea_marcgravii",0.7272,7.9662
"1550","Palicourea_elata","Palicourea_marcgravii",13.8304,11.3246
"1551","Palicourea_berteroana","Palicourea_marcgravii",71.1492,33.7281
"1552","Palicourea_petiolaris","Palicourea_marcgravii",40.2025,70.1613
