"","spp1","spp2","overlap_mean_sp1to2","overlap_mean_sp2to1"
"1122","Palicourea_rigida","Palicourea_triphylla",63.4967,57.7483
"1123","Palicourea_egensis","Palicourea_triphylla",32.7489,99.8655
"1124","Palicourea_polycephala","Palicourea_triphylla",22.9979,98.5724
"1125","Palicourea_deflexa","Palicourea_triphylla",92.0888,80.6073
"1126","Palicourea_woronovii","Palicourea_triphylla",99.8496,34.6813
"1127","Palicourea_bangii","Palicourea_triphylla",36.4666,10.9617
"1128","Palicourea_flavifolia","Palicourea_triphylla",49.4872,15.5533
"1129","Palicourea_reticulata","Palicourea_triphylla",64.88,8.1126
"1130","Palicourea_stipularis","Palicourea_triphylla",74.0967,6.6096
"1131","Palicourea_flavescens","Palicourea_triphylla",10.1906,2.7782
"1132","Palicourea_stenosepala","Palicourea_triphylla",53.4531,16.8
"1133","Palicourea_lineata","Palicourea_triphylla",70.9384,5.8195
"1134","Palicourea_padifolia","Palicourea_triphylla",34.5385,19.4659
"1135","Palicourea_lehmannii","Palicourea_triphylla",4.7123,63.4567
"1136","Palicourea_thyrsiflora","Palicourea_triphylla",86.2821,13.8982
"1137","Palicourea_demissa","Palicourea_triphylla",70.7246,14.0223
"1138","Palicourea_amethystina","Palicourea_triphylla",63.0794,2.5169
"1139","Palicourea_standleyana","Palicourea_triphylla",14.1766,35.4719
"1140","Palicourea_seemannii","Palicourea_triphylla",61.5216,45.6252
"1141","Palicourea_pyramidalis","Palicourea_triphylla",21.9157,35.0516
"1142","Palicourea_luteonivea","Palicourea_triphylla",80.5943,51.7084
"1143","Palicourea_sulphurea","Palicourea_triphylla",92.9585,14.9539
"1144","Palicourea_apicata","Palicourea_triphylla",78.5153,5.656
"1145","Palicourea_loxensis","Palicourea_triphylla",7.2145,13.7223
"1146","Palicourea_angustifolia","Palicourea_triphylla",57.7369,12.904
"1147","Palicourea_tetragona","Palicourea_triphylla",67.4241,95.2204
"1148","Palicourea_domingensis","Palicourea_triphylla",62.3872,89.3644
"1149","Palicourea_pubescens","Palicourea_triphylla",74.4731,82.0287
"1150","Palicourea_correae","Palicourea_triphylla",22.0197,87.0453
"1151","Palicourea_elata","Palicourea_triphylla",72.4475,59.3521
"1152","Palicourea_berteroana","Palicourea_triphylla",93.3083,70.3182
"1153","Palicourea_petiolaris","Palicourea_triphylla",43.0415,23.4212
"1154","Palicourea_timbiquensis","Palicourea_triphylla",7.3557,59.087
"1155","Palicourea_acanthacea","Palicourea_triphylla",17.4775,59.8794
"1156","Palicourea_brachiata","Palicourea_triphylla",64.4986,96.1616
"1157","Palicourea_glomerulata","Palicourea_triphylla",34.5595,92.2565
"1158","Palicourea_conephoroides","Palicourea_triphylla",81.426,43.2353
"1159","Palicourea_tinctoria","Palicourea_triphylla",81.9019,49.7422
"1160","Palicourea_jelskii","Palicourea_triphylla",16.7637,5.0666
"1161","Palicourea_allenii","Palicourea_triphylla",73.8618,63.0574
"1162","Palicourea_cyanococca","Palicourea_triphylla",42.7162,90.3648
"1163","Palicourea_hazenii","Palicourea_triphylla",67.9996,26.5996
"1164","Palicourea_tomentosa","Palicourea_triphylla",86.2738,91.0835
"1165","Psychotria_rosea","Palicourea_triphylla",97.106,73.397
"1166","Psychotria_suterella","Palicourea_triphylla",11.4944,8.6646
"1167","Palicourea_brachypoda","Palicourea_triphylla",7.1981,62.0595
"1168","Palicourea_sessilis","Palicourea_triphylla",16.2284,16.0834
"1169","Palicourea_divaricata","Palicourea_triphylla",17.8919,49.0154
"1170","Palicourea_racemosa","Palicourea_triphylla",93.2088,90.8532
"1171","Palicourea_subfusca","Palicourea_triphylla",97.3483,54.5616
"1172","Palicourea_topoensis","Palicourea_triphylla",7.6068,52.5372
"1173","Palicourea_brevicollis","Palicourea_triphylla",15.9718,22.6536
"1175","Palicourea_crocea","Palicourea_croceoides",92.1428,86.4437
"1176","Palicourea_lasiantha","Palicourea_croceoides",90.6799,75.0386
"1177","Palicourea_nitidella","Palicourea_croceoides",90.2186,33.78
"1178","Palicourea_macrobotrys","Palicourea_croceoides",78.0186,88.9192
"1179","Palicourea_guianensis","Palicourea_croceoides",86.8087,73.9487
"1180","Palicourea_marcgravii","Palicourea_croceoides",77.2211,60.9151
"1181","Palicourea_grandiflora","Palicourea_croceoides",94.8851,65.414
"1182","Palicourea_rigida","Palicourea_croceoides",86.1689,73.2021
"1183","Palicourea_egensis","Palicourea_croceoides",99.4706,17.9393
"1184","Palicourea_polycephala","Palicourea_croceoides",99.9183,19.0676
"1185","Palicourea_deflexa","Palicourea_croceoides",88.3327,82.123
"1186","Palicourea_woronovii","Palicourea_croceoides",99.4361,19.5591
"1187","Palicourea_bangii","Palicourea_croceoides",42.8801,27.8747
"1188","Palicourea_flavifolia","Palicourea_croceoides",35.4042,58.7467
"1189","Palicourea_reticulata","Palicourea_croceoides",19.1792,66.3724
"1190","Palicourea_stipularis","Palicourea_croceoides",15.2518,82.4127
"1191","Palicourea_flavescens","Palicourea_croceoides",3.9509,9.4206
"1192","Palicourea_stenosepala","Palicourea_croceoides",25.3896,40.5847
"1193","Palicourea_lineata","Palicourea_croceoides",12.8418,79.6039
"1194","Palicourea_padifolia","Palicourea_croceoides",35.658,35.1989
"1195","Palicourea_lehmannii","Palicourea_croceoides",74.2439,3.3673
"1196","Palicourea_thyrsiflora","Palicourea_croceoides",26.6432,89.3527
"1197","Palicourea_demissa","Palicourea_croceoides",20.579,64.0134
"1198","Palicourea_amethystina","Palicourea_croceoides",74.8133,6.2741
"1199","Palicourea_standleyana","Palicourea_croceoides",37.9696,8.869
"1200","Palicourea_seemannii","Palicourea_croceoides",48.5812,48.5751
"1201","Palicourea_pyramidalis","Palicourea_croceoides",39.3122,13.263
"1202","Palicourea_luteonivea","Palicourea_croceoides",61.5168,67.0835
"1203","Palicourea_sulphurea","Palicourea_croceoides",23.8417,92.1008
"1204","Palicourea_apicata","Palicourea_croceoides",78.009,9.3685
"1205","Palicourea_loxensis","Palicourea_croceoides",21.5131,5.5966
"1206","Palicourea_angustifolia","Palicourea_croceoides",51.6054,18.2349
"1207","Palicourea_tetragona","Palicourea_croceoides",88.7937,42.7392
"1208","Palicourea_domingensis","Palicourea_croceoides",90.8658,58.7101
"1209","Palicourea_pubescens","Palicourea_croceoides",89.7282,68.2541
"1210","Palicourea_correae","Palicourea_croceoides",14.1186,87.0052
"1211","Palicourea_elata","Palicourea_croceoides",61.9305,49.0103
"1212","Palicourea_berteroana","Palicourea_croceoides",86.8486,77.0314
"1213","Palicourea_petiolaris","Palicourea_croceoides",40.6394,56.31
"1214","Palicourea_timbiquensis","Palicourea_croceoides",45.349,3.8468
"1215","Palicourea_acanthacea","Palicourea_croceoides",12.1613,55.9943
"1216","Palicourea_brachiata","Palicourea_croceoides",41.1278,92.5159
"1217","Palicourea_glomerulata","Palicourea_croceoides",81.3057,19.1128
"1218","Palicourea_conephoroides","Palicourea_croceoides",75.6309,66.8829
"1219","Palicourea_tinctoria","Palicourea_croceoides",66.653,75.6532
"1220","Palicourea_jelskii","Palicourea_croceoides",15.3405,27.324
"1221","Palicourea_allenii","Palicourea_croceoides",59.8365,68.0459
"1222","Palicourea_cyanococca","Palicourea_croceoides",85.0797,25.7968
"1223","Palicourea_hazenii","Palicourea_croceoides",38.5517,62.256
"1224","Palicourea_tomentosa","Palicourea_croceoides",87.0963,64.9123
"1225","Psychotria_rosea","Palicourea_croceoides",95.9519,52.725
"1226","Psychotria_suterella","Palicourea_croceoides",35.7313,15.327
"1227","Palicourea_brachypoda","Palicourea_croceoides",6.7438,81.6841
"1228","Palicourea_sessilis","Palicourea_croceoides",40.1992,29.7143
"1229","Palicourea_divaricata","Palicourea_croceoides",62.4634,16.628
"1230","Palicourea_racemosa","Palicourea_croceoides",91.6042,80.094
"1231","Palicourea_subfusca","Palicourea_croceoides",67.9925,94.356
"1232","Palicourea_topoensis","Palicourea_croceoides",53.719,3.8735
"1233","Palicourea_brevicollis","Palicourea_croceoides",26.9575,41.6128
"1235","Palicourea_lasiantha","Palicourea_crocea",91.5378,63.8232
"1236","Palicourea_nitidella","Palicourea_crocea",94.3706,28.959
"1237","Palicourea_macrobotrys","Palicourea_crocea",84.5311,88.6979
"1238","Palicourea_guianensis","Palicourea_crocea",88.0431,67.2594
"1239","Palicourea_marcgravii","Palicourea_crocea",84.6097,63.4044
"1240","Palicourea_grandiflora","Palicourea_crocea",95.6791,59.7144
"1241","Palicourea_rigida","Palicourea_crocea",85.4544,71.1087
"1242","Palicourea_egensis","Palicourea_crocea",99.5906,13.3762
"1243","Palicourea_polycephala","Palicourea_crocea",99.9703,14.4024
"1244","Palicourea_deflexa","Palicourea_crocea",93.0973,79.0389
"1245","Palicourea_woronovii","Palicourea_crocea",99.4619,14.2213
"1246","Palicourea_bangii","Palicourea_crocea",37.468,22.2414
"1247","Palicourea_flavifolia","Palicourea_crocea",30.7011,53.8252
"1248","Palicourea_reticulata","Palicourea_crocea",14.5341,60.6933
"1249","Palicourea_stipularis","Palicourea_crocea",13.4675,79.7774
"1250","Palicourea_flavescens","Palicourea_crocea",3.6059,7.6552
"1251","Palicourea_stenosepala","Palicourea_crocea",17.9729,29.405
"1252","Palicourea_lineata","Palicourea_crocea",10.6186,71.8712
"1253","Palicourea_padifolia","Palicourea_crocea",32.4418,36.5341
"1254","Palicourea_lehmannii","Palicourea_crocea",76.9835,2.6523
"1255","Palicourea_thyrsiflora","Palicourea_crocea",22.4656,87.7366
"1256","Palicourea_demissa","Palicourea_crocea",16.5599,51.0987
"1257","Palicourea_amethystina","Palicourea_crocea",71.3321,4.9786
"1258","Palicourea_standleyana","Palicourea_crocea",29.1736,5.8752
"1259","Palicourea_seemannii","Palicourea_crocea",43.0517,36.0672
"1260","Palicourea_pyramidalis","Palicourea_crocea",31.1258,10.4223
"1261","Palicourea_luteonivea","Palicourea_crocea",54.6835,54.6062
"1262","Palicourea_sulphurea","Palicourea_crocea",19.2505,81.2903
"1263","Palicourea_apicata","Palicourea_crocea",65.3027,7.3265
"1264","Palicourea_loxensis","Palicourea_crocea",16.2626,3.9946
"1265","Palicourea_angustifolia","Palicourea_crocea",38.1867,14.9492
"1266","Palicourea_tetragona","Palicourea_crocea",93.3943,39.9261
"1267","Palicourea_domingensis","Palicourea_crocea",95.309,54.1673
"1268","Palicourea_pubescens","Palicourea_crocea",95.2889,66.1162
"1269","Palicourea_correae","Palicourea_crocea",9.2999,78.0696
"1270","Palicourea_elata","Palicourea_crocea",54.9929,38.9299
"1271","Palicourea_berteroana","Palicourea_crocea",76.8681,70.7979
"1272","Palicourea_petiolaris","Palicourea_crocea",37.6593,48.283
"1273","Palicourea_timbiquensis","Palicourea_crocea",55.8009,3.9315
"1274","Palicourea_acanthacea","Palicourea_crocea",11.5909,58.1334
"1275","Palicourea_brachiata","Palicourea_crocea",32.1296,90.8212
"1276","Palicourea_glomerulata","Palicourea_crocea",88.1476,16.6073
"1277","Palicourea_conephoroides","Palicourea_crocea",65.6582,59.6511
"1278","Palicourea_tinctoria","Palicourea_crocea",59.4324,68.2541
"1279","Palicourea_jelskii","Palicourea_crocea",11.3991,21.1101
"1280","Palicourea_allenii","Palicourea_crocea",52.0138,62.3432
"1281","Palicourea_cyanococca","Palicourea_crocea",81.6306,19.5246
"1282","Palicourea_hazenii","Palicourea_crocea",29.9301,46.5101
"1283","Palicourea_tomentosa","Palicourea_crocea",87.7037,56.3682
"1284","Psychotria_rosea","Palicourea_crocea",97.1567,46.9545
"1285","Psychotria_suterella","Palicourea_crocea",34.6291,14.9693
"1286","Palicourea_brachypoda","Palicourea_crocea",7.8303,86.7191
"1287","Palicourea_sessilis","Palicourea_crocea",37.7576,30.1408
"1288","Palicourea_divaricata","Palicourea_crocea",82.5017,21.102
"1289","Palicourea_racemosa","Palicourea_crocea",93.3359,76.3945
"1290","Palicourea_subfusca","Palicourea_crocea",64.2457,83.5658
"1291","Palicourea_topoensis","Palicourea_crocea",40.5567,2.567
"1292","Palicourea_brevicollis","Palicourea_crocea",31.9693,60.9951
"1294","Palicourea_nitidella","Palicourea_lasiantha",71.465,36.1377
"1295","Palicourea_macrobotrys","Palicourea_lasiantha",52.349,87.4613
"1296","Palicourea_guianensis","Palicourea_lasiantha",85.6841,80.1435
"1297","Palicourea_marcgravii","Palicourea_lasiantha",40.4888,42.2989
"1298","Palicourea_grandiflora","Palicourea_lasiantha",76.4799,84.0656
"1299","Palicourea_rigida","Palicourea_lasiantha",49.3524,57.5742
"1300","Palicourea_egensis","Palicourea_lasiantha",27.6521,94.9052
"1301","Palicourea_polycephala","Palicourea_lasiantha",98.4235,21.0701
"1302","Palicourea_deflexa","Palicourea_lasiantha",84.6712,68.3272
"1303","Palicourea_woronovii","Palicourea_lasiantha",99.5005,35.6732
"1304","Palicourea_bangii","Palicourea_lasiantha",31.1705,8.6669
"1305","Palicourea_flavifolia","Palicourea_lasiantha",47.7225,13.6049
"1306","Palicourea_reticulata","Palicourea_lasiantha",7.5222,63.7338
"1307","Palicourea_stipularis","Palicourea_lasiantha",5.5709,71.7199
"1308","Palicourea_flavescens","Palicourea_lasiantha",9.2329,2.6604
"1309","Palicourea_stenosepala","Palicourea_lasiantha",21.1288,57.678
"1310","Palicourea_lineata","Palicourea_lasiantha",5.3607,70.9467
"1311","Palicourea_padifolia","Palicourea_lasiantha",17.0287,28.5449
"1312","Palicourea_lehmannii","Palicourea_lasiantha",58.0068,4.5989
"1313","Palicourea_thyrsiflora","Palicourea_lasiantha",12.5931,86.8123
"1314","Palicourea_demissa","Palicourea_lasiantha",70.6344,14.0936
"1315","Palicourea_amethystina","Palicourea_lasiantha",64.3352,2.1538
"1316","Palicourea_standleyana","Palicourea_lasiantha",47.7525,14.888
"1317","Palicourea_seemannii","Palicourea_lasiantha",50.3524,70.0267
"1318","Palicourea_pyramidalis","Palicourea_lasiantha",36.7917,25.1865
"1319","Palicourea_luteonivea","Palicourea_lasiantha",49.5237,76.3966
"1320","Palicourea_sulphurea","Palicourea_lasiantha",14.7949,94.4556
"1321","Palicourea_apicata","Palicourea_lasiantha",83.6141,5.5788
"1322","Palicourea_loxensis","Palicourea_lasiantha",14.7819,4.9607
"1323","Palicourea_angustifolia","Palicourea_lasiantha",56.4838,14.3466
"1324","Palicourea_tetragona","Palicourea_lasiantha",74.599,55.7821
"1325","Palicourea_domingensis","Palicourea_lasiantha",46.3543,68.7231
"1326","Palicourea_pubescens","Palicourea_lasiantha",63.2105,63.2113
"1327","Palicourea_correae","Palicourea_lasiantha",21.1822,91.0581
"1328","Palicourea_elata","Palicourea_lasiantha",72.3059,60.4343
"1329","Palicourea_berteroana","Palicourea_lasiantha",94.0525,72.4326
"1330","Palicourea_petiolaris","Palicourea_lasiantha",17.5055,39.8177
"1331","Palicourea_timbiquensis","Palicourea_lasiantha",63.7454,8.215
"1332","Palicourea_acanthacea","Palicourea_lasiantha",19.4608,57.5625
"1333","Palicourea_brachiata","Palicourea_lasiantha",59.9391,92.9166
"1334","Palicourea_glomerulata","Palicourea_lasiantha",32.2151,92.2287
"1335","Palicourea_conephoroides","Palicourea_lasiantha",79.8606,40.8612
"1336","Palicourea_tinctoria","Palicourea_lasiantha",48.4295,85.8006
"1337","Palicourea_jelskii","Palicourea_lasiantha",16.8473,3.8582
"1338","Palicourea_allenii","Palicourea_lasiantha",84.1212,64.0208
"1339","Palicourea_cyanococca","Palicourea_lasiantha",38.8848,87.0228
"1340","Palicourea_hazenii","Palicourea_lasiantha",63.9268,30.4797
"1341","Palicourea_tomentosa","Palicourea_lasiantha",84.0152,82.8488
"1342","Psychotria_rosea","Palicourea_lasiantha",88.1854,63.9873
"1343","Psychotria_suterella","Palicourea_lasiantha",8.0837,6.3348
"1344","Palicourea_brachypoda","Palicourea_lasiantha",3.485,32.3999
"1345","Palicourea_sessilis","Palicourea_lasiantha",11.0185,11.4704
"1346","Palicourea_divaricata","Palicourea_lasiantha",12.5797,25.8565
"1347","Palicourea_racemosa","Palicourea_lasiantha",78.1342,85.6399
"1348","Palicourea_subfusca","Palicourea_lasiantha",53.8271,98.4253
"1349","Palicourea_topoensis","Palicourea_lasiantha",74.3452,10.6092
"1350","Palicourea_brevicollis","Palicourea_lasiantha",9.7344,13.6073
"1352","Palicourea_macrobotrys","Palicourea_nitidella",86.3305,13.6828
"1353","Palicourea_guianensis","Palicourea_nitidella",93.0719,40.3232
"1354","Palicourea_marcgravii","Palicourea_nitidella",43.3668,7.9112
"1355","Palicourea_grandiflora","Palicourea_nitidella",90.3823,57.2839
"1356","Palicourea_rigida","Palicourea_nitidella",10.7956,61.0761
"1357","Palicourea_egensis","Palicourea_nitidella",57.9412,93.9609
"1358","Palicourea_polycephala","Palicourea_nitidella",85.9401,42.7744
"1359","Palicourea_deflexa","Palicourea_nitidella",92.2571,30.9797
"1360","Palicourea_woronovii","Palicourea_nitidella",71.8546,36.1774
"1361","Palicourea_bangii","Palicourea_nitidella",11.6393,0.4364
"1362","Palicourea_flavifolia","Palicourea_nitidella",30.824,1.097
"1363","Palicourea_reticulata","Palicourea_nitidella",0.6371,47.2993
"1364","Palicourea_stipularis","Palicourea_nitidella",0.6064,61.9588
"1365","Palicourea_flavescens","Palicourea_nitidella",6.7411,0.3425
"1366","Palicourea_stenosepala","Palicourea_nitidella",1.3303,33.5874
"1367","Palicourea_lineata","Palicourea_nitidella",58.161,0.6929
"1368","Palicourea_padifolia","Palicourea_nitidella",1.2618,23.346
"1369","Palicourea_lehmannii","Palicourea_nitidella",3.0596,8.1738
"1370","Palicourea_thyrsiflora","Palicourea_nitidella",1.2543,77.1996
"1371","Palicourea_demissa","Palicourea_nitidella",59.7054,1.5628
"1372","Palicourea_amethystina","Palicourea_nitidella",41.1926,0.1941
"1373","Palicourea_standleyana","Palicourea_nitidella",5.669,13.8249
"1374","Palicourea_seemannii","Palicourea_nitidella",7.8258,48.7553
"1375","Palicourea_pyramidalis","Palicourea_nitidella",2.6529,11.3178
"1376","Palicourea_luteonivea","Palicourea_nitidella",72.3937,10.6769
"1377","Palicourea_sulphurea","Palicourea_nitidella",2.3247,80.0957
"1378","Palicourea_apicata","Palicourea_nitidella",62.6227,0.6403
"1379","Palicourea_loxensis","Palicourea_nitidella",3.0301,0.8918
"1380","Palicourea_angustifolia","Palicourea_nitidella",49.632,1.4442
"1381","Palicourea_tetragona","Palicourea_nitidella",73.9161,84.1541
"1382","Palicourea_domingensis","Palicourea_nitidella",79.4,58.5567
"1383","Palicourea_pubescens","Palicourea_nitidella",34.0379,78.7119
"1384","Palicourea_correae","Palicourea_nitidella",24.5513,19.9298
"1385","Palicourea_elata","Palicourea_nitidella",70.9015,11.9691
"1386","Palicourea_berteroana","Palicourea_nitidella",83.9432,15.9808
"1387","Palicourea_petiolaris","Palicourea_nitidella",2.56,32.0923
"1388","Palicourea_timbiquensis","Palicourea_nitidella",14.9612,3.5026
"1389","Palicourea_acanthacea","Palicourea_nitidella",17.408,14.7649
"1390","Palicourea_brachiata","Palicourea_nitidella",68.9967,47.7425
"1391","Palicourea_glomerulata","Palicourea_nitidella",41.9553,53.2803
"1392","Palicourea_conephoroides","Palicourea_nitidella",68.5924,6.1127
"1393","Palicourea_tinctoria","Palicourea_nitidella",7.0192,65.0572
"1394","Palicourea_jelskii","Palicourea_nitidella",5.145,0.2179
