Iteration	Replicate_ID	Posterior	Likelihood	Prior	mu	rate[1]	rate[2]	rate[3]	rate[4]	rate[5]	rate[6]
19119	1	-48.96037	-52.29739	3.337011	0.008349373	0.00834937	0.00834937	0.00834937	0.00834937	0.00834937	0.00834937
19120	0	-46.88215	-49.98766	3.105511	0.01429342	0.0142934	0.0142934	0.0142934	0.0142934	0.0142934	0.0142934
19121	1	-49.79299	-53.17108	3.37809	0.007294633	0.00729463	0.00729463	0.00729463	0.00729463	0.00729463	0.00729463
19122	0	-46.88215	-49.98766	3.105511	0.01429342	0.0142934	0.0142934	0.0142934	0.0142934	0.0142934	0.0142934
19123	1	-49.14324	-52.49023	3.346987	0.008093243	0.00809324	0.00809324	0.00809324	0.00809324	0.00809324	0.00809324
19124	0	-46.88215	-49.98766	3.105511	0.01429342	0.0142934	0.0142934	0.0142934	0.0142934	0.0142934	0.0142934
19125	1	-48.27313	-51.56581	3.292683	0.009487556	0.00948756	0.00948756	0.00948756	0.00948756	0.00948756	0.00948756
19126	0	-47.65261	-50.35961	2.707004	0.02452556	0.0245256	0.0245256	0.0245256	0.0245256	0.0245256	0.0245256
19127	1	-47.95978	-51.22719	3.267404	0.01013662	0.0101366	0.0101366	0.0101366	0.0101366	0.0101366	0.0101366
19128	0	-47.05325	-49.89895	2.845702	0.02096434	0.0209643	0.0209643	0.0209643	0.0209643	0.0209643	0.0209643
19129	1	-47.05972	-49.90351	2.843782	0.02101363	0.0210136	0.0210136	0.0210136	0.0210136	0.0210136	0.0210136
19130	0	-47.05325	-49.89895	2.845702	0.02096434	0.0209643	0.0209643	0.0209643	0.0209643	0.0209643	0.0209643
19131	1	-47.16976	-49.98314	2.813383	0.02179416	0.0217942	0.0217942	0.0217942	0.0217942	0.0217942	0.0217942
19132	0	-46.8096	-49.88464	3.075046	0.01507565	0.0150757	0.0150757	0.0150757	0.0150757	0.0150757	0.0150757
19133	1	-48.02041	-50.66069	2.64028	0.02623879	0.0262388	0.0262388	0.0262388	0.0262388	0.0262388	0.0262388
19134	0	-49.11384	-51.58603	2.47219	0.03055469	0.0305547	0.0305547	0.0305547	0.0305547	0.0305547	0.0305547
19135	1	-48.39576	-50.97451	2.578759	0.0278184	0.0278184	0.0278184	0.0278184	0.0278184	0.0278184	0.0278184
19136	0	-49.11384	-51.58603	2.47219	0.03055469	0.0305547	0.0305547	0.0305547	0.0305547	0.0305547	0.0305547
19137	1	-46.83561	-49.76302	2.927415	0.01886625	0.0188663	0.0188663	0.0188663	0.0188663	0.0188663	0.0188663
19138	0	-49.11384	-51.58603	2.47219	0.03055469	0.0305547	0.0305547	0.0305547	0.0305547	0.0305547	0.0305547
19139	1	-47.57026	-50.29346	2.723207	0.02410954	0.0241095	0.0241095	0.0241095	0.0241095	0.0241095	0.0241095
19140	0	-46.75499	-49.75116	2.996177	0.01710071	0.0171007	0.0171007	0.0171007	0.0171007	0.0171007	0.0171007
19141	1	-46.77254	-49.74318	2.970631	0.01775662	0.0177566	0.0177566	0.0177566	0.0177566	0.0177566	0.0177566
19142	0	-46.75499	-49.75116	2.996177	0.01710071	0.0171007	0.0171007	0.0171007	0.0171007	0.0171007	0.0171007
19143	1	-46.75539	-49.75053	2.995143	0.01712724	0.0171272	0.0171272	0.0171272	0.0171272	0.0171272	0.0171272
19144	0	-46.86345	-49.77724	2.913798	0.01921588	0.0192159	0.0192159	0.0192159	0.0192159	0.0192159	0.0192159
19145	1	-46.75539	-49.75053	2.995143	0.01712724	0.0171272	0.0171272	0.0171272	0.0171272	0.0171272	0.0171272
19146	0	-46.86429	-49.96343	3.099138	0.01445706	0.0144571	0.0144571	0.0144571	0.0144571	0.0144571	0.0144571
19147	1	-46.75539	-49.75053	2.995143	0.01712724	0.0171272	0.0171272	0.0171272	0.0171272	0.0171272	0.0171272
19148	0	-46.86429	-49.96343	3.099138	0.01445706	0.0144571	0.0144571	0.0144571	0.0144571	0.0144571	0.0144571
19149	1	-46.95958	-50.0882	3.128612	0.01370027	0.0137003	0.0137003	0.0137003	0.0137003	0.0137003	0.0137003
19150	0	-47.78983	-51.04155	3.251718	0.01053938	0.0105394	0.0105394	0.0105394	0.0105394	0.0105394	0.0105394
19151	1	-46.76029	-49.79602	3.035735	0.016085	0.016085	0.016085	0.016085	0.016085	0.016085	0.016085
19152	0	-47.07793	-50.23367	3.155743	0.01300365	0.0130036	0.0130036	0.0130036	0.0130036	0.0130036	0.0130036
19153	1	-46.87656	-49.78449	2.907923	0.01936674	0.0193667	0.0193667	0.0193667	0.0193667	0.0193667	0.0193667
19154	0	-47.07793	-50.23367	3.155743	0.01300365	0.0130036	0.0130036	0.0130036	0.0130036	0.0130036	0.0130036
19155	1	-47.21499	-50.39557	3.180577	0.012366	0.012366	0.012366	0.012366	0.012366	0.012366	0.012366
19156	0	-47.07793	-50.23367	3.155743	0.01300365	0.0130036	0.0130036	0.0130036	0.0130036	0.0130036	0.0130036
19157	1	-47.21499	-50.39557	3.180577	0.012366	0.012366	0.012366	0.012366	0.012366	0.012366	0.012366
19158	0	-46.75793	-49.74768	2.989755	0.0172656	0.0172656	0.0172656	0.0172656	0.0172656	0.0172656	0.0172656
19159	1	-47.21499	-50.39557	3.180577	0.012366	0.012366	0.012366	0.012366	0.012366	0.012366	0.012366
19160	0	-46.75793	-49.74768	2.989755	0.0172656	0.0172656	0.0172656	0.0172656	0.0172656	0.0172656	0.0172656
19161	1	-46.75291	-49.75628	3.003373	0.01691595	0.0169159	0.0169159	0.0169159	0.0169159	0.0169159	0.0169159
19162	0	-47.74889	-50.99657	3.24768	0.01064306	0.0106431	0.0106431	0.0106431	0.0106431	0.0106431	0.0106431
19163	1	-46.75214	-49.76316	3.011026	0.01671944	0.0167194	0.0167194	0.0167194	0.0167194	0.0167194	0.0167194
19164	0	-47.11863	-49.94566	2.827036	0.02144359	0.0214436	0.0214436	0.0214436	0.0214436	0.0214436	0.0214436
19165	1	-46.76584	-49.74391	2.978061	0.01756585	0.0175659	0.0175659	0.0175659	0.0175659	0.0175659	0.0175659
19166	0	-46.75225	-49.76628	3.014028	0.01664234	0.0166423	0.0166423	0.0166423	0.0166423	0.0166423	0.0166423
19167	1	-46.76584	-49.74391	2.978061	0.01756585	0.0175659	0.0175659	0.0175659	0.0175659	0.0175659	0.0175659
19168	0	-47.03959	-50.1873	3.147703	0.01321009	0.0132101	0.0132101	0.0132101	0.0132101	0.0132101	0.0132101
19169	1	-47.00701	-49.86696	2.859948	0.02059855	0.0205986	0.0205986	0.0205986	0.0205986	0.0205986	0.0205986
19170	0	-46.96339	-50.093	3.12961	0.01367465	0.0136747	0.0136747	0.0136747	0.0136747	0.0136747	0.0136747
19171	1	-47.00701	-49.86696	2.859948	0.02059855	0.0205986	0.0205986	0.0205986	0.0205986	0.0205986	0.0205986
19172	0	-46.96339	-50.093	3.12961	0.01367465	0.0136747	0.0136747	0.0136747	0.0136747	0.0136747	0.0136747
19173	1	-47.66759	-50.3717	2.704116	0.02459972	0.0245997	0.0245997	0.0245997	0.0245997	0.0245997	0.0245997
19174	0	-46.78527	-49.7445	2.959228	0.01804941	0.0180494	0.0180494	0.0180494	0.0180494	0.0180494	0.0180494
19175	1	-46.78699	-49.84829	3.061306	0.01542843	0.0154284	0.0154284	0.0154284	0.0154284	0.0154284	0.0154284
19176	0	-50.0235	-52.37319	2.349696	0.03369987	0.0336999	0.0336999	0.0336999	0.0336999	0.0336999	0.0336999
19177	1	-46.82063	-49.75624	2.935608	0.01865587	0.0186559	0.0186559	0.0186559	0.0186559	0.0186559	0.0186559
19178	0	-50.0235	-52.37319	2.349696	0.03369987	0.0336999	0.0336999	0.0336999	0.0336999	0.0336999	0.0336999
19179	1	-46.76696	-49.81113	3.04417	0.01586842	0.0158684	0.0158684	0.0158684	0.0158684	0.0158684	0.0158684
19180	0	-46.8142	-49.75358	2.939377	0.0185591	0.0185591	0.0185591	0.0185591	0.0185591	0.0185591	0.0185591
19181	1	-47.87924	-51.13941	3.260173	0.01032229	0.0103223	0.0103223	0.0103223	0.0103223	0.0103223	0.0103223
19182	0	-46.83064	-49.91603	3.085382	0.01481026	0.0148103	0.0148103	0.0148103	0.0148103	0.0148103	0.0148103
19183	1	-47.18559	-49.99488	2.809296	0.02189911	0.0218991	0.0218991	0.0218991	0.0218991	0.0218991	0.0218991
19184	0	-46.83064	-49.91603	3.085382	0.01481026	0.0148103	0.0148103	0.0148103	0.0148103	0.0148103	0.0148103
19185	1	-47.11502	-50.27802	3.163003	0.01281725	0.0128173	0.0128173	0.0128173	0.0128173	0.0128173	0.0128173
19186	0	-46.9188	-49.80947	2.890667	0.01980979	0.0198098	0.0198098	0.0198098	0.0198098	0.0198098	0.0198098
19187	1	-46.79257	-49.85762	3.065058	0.01533211	0.0153321	0.0153321	0.0153321	0.0153321	0.0153321	0.0153321
19188	0	-48.11007	-50.73516	2.62509	0.0266288	0.0266288	0.0266288	0.0266288	0.0266288	0.0266288	0.0266288
19189	1	-47.24029	-50.42494	3.184648	0.01226148	0.0122615	0.0122615	0.0122615	0.0122615	0.0122615	0.0122615
19190	0	-47.4633	-50.67918	3.215874	0.01145973	0.0114597	0.0114597	0.0114597	0.0114597	0.0114597	0.0114597
19191	1	-47.24029	-50.42494	3.184648	0.01226148	0.0122615	0.0122615	0.0122615	0.0122615	0.0122615	0.0122615
19192	0	-46.77164	-49.7432	2.971561	0.01773274	0.0177327	0.0177327	0.0177327	0.0177327	0.0177327	0.0177327
19193	1	-47.24029	-50.42494	3.184648	0.01226148	0.0122615	0.0122615	0.0122615	0.0122615	0.0122615	0.0122615
19194	0	-46.77164	-49.7432	2.971561	0.01773274	0.0177327	0.0177327	0.0177327	0.0177327	0.0177327	0.0177327
19195	1	-46.79175	-49.85627	3.064526	0.01534577	0.0153458	0.0153458	0.0153458	0.0153458	0.0153458	0.0153458
19196	0	-46.77164	-49.7432	2.971561	0.01773274	0.0177327	0.0177327	0.0177327	0.0177327	0.0177327	0.0177327
19197	1	-47.56035	-50.28554	2.725197	0.02405845	0.0240584	0.0240584	0.0240584	0.0240584	0.0240584	0.0240584
19198	0	-47.13843	-49.96009	2.82166	0.02158163	0.0215816	0.0215816	0.0215816	0.0215816	0.0215816	0.0215816
19199	1	-46.86599	-49.96576	3.099767	0.01444092	0.0144409	0.0144409	0.0144409	0.0144409	0.0144409	0.0144409
19200	0	-47.13843	-49.96009	2.82166	0.02158163	0.0215816	0.0215816	0.0215816	0.0215816	0.0215816	0.0215816
19201	1	-46.86599	-49.96576	3.099767	0.01444092	0.0144409	0.0144409	0.0144409	0.0144409	0.0144409	0.0144409
19202	0	-47.13843	-49.96009	2.82166	0.02158163	0.0215816	0.0215816	0.0215816	0.0215816	0.0215816	0.0215816
19203	1	-48.21752	-51.506	3.288486	0.009595303	0.0095953	0.0095953	0.0095953	0.0095953	0.0095953	0.0095953
19204	0	-46.79327	-49.74639	2.953121	0.01820621	0.0182062	0.0182062	0.0182062	0.0182062	0.0182062	0.0182062
19205	1	-47.12045	-49.94699	2.826536	0.02145644	0.0214564	0.0214564	0.0214564	0.0214564	0.0214564	0.0214564
19206	0	-46.79327	-49.74639	2.953121	0.01820621	0.0182062	0.0182062	0.0182062	0.0182062	0.0182062	0.0182062
19207	1	-47.06508	-49.90728	2.842208	0.02105403	0.021054	0.021054	0.021054	0.021054	0.021054	0.021054
19208	0	-47.50091	-50.7214	3.220492	0.01134113	0.0113411	0.0113411	0.0113411	0.0113411	0.0113411	0.0113411
19209	1	-47.06508	-49.90728	2.842208	0.02105403	0.021054	0.021054	0.021054	0.021054	0.021054	0.021054
19210	0	-47.50091	-50.7214	3.220492	0.01134113	0.0113411	0.0113411	0.0113411	0.0113411	0.0113411	0.0113411
19211	1	-47.06508	-49.90728	2.842208	0.02105403	0.021054	0.021054	0.021054	0.021054	0.021054	0.021054
19212	0	-47.47013	-50.21388	2.743748	0.02358212	0.0235821	0.0235821	0.0235821	0.0235821	0.0235821	0.0235821
19213	1	-47.06508	-49.90728	2.842208	0.02105403	0.021054	0.021054	0.021054	0.021054	0.021054	0.021054
19214	0	-47.47013	-50.21388	2.743748	0.02358212	0.0235821	0.0235821	0.0235821	0.0235821	0.0235821	0.0235821
19215	1	-47.06508	-49.90728	2.842208	0.02105403	0.021054	0.021054	0.021054	0.021054	0.021054	0.021054
19216	0	-46.81212	-49.88851	3.076385	0.01504126	0.0150413	0.0150413	0.0150413	0.0150413	0.0150413	0.0150413
19217	1	-46.83058	-49.76066	2.930085	0.0187977	0.0187977	0.0187977	0.0187977	0.0187977	0.0187977	0.0187977
19218	0	-46.81212	-49.88851	3.076385	0.01504126	0.0150413	0.0150413	0.0150413	0.0150413	0.0150413	0.0150413
19219	1	-46.75291	-49.77166	3.01875	0.01652112	0.0165211	0.0165211	0.0165211	0.0165211	0.0165211	0.0165211
19220	0	-47.29859	-50.08028	2.781689	0.02260794	0.0226079	0.0226079	0.0226079	0.0226079	0.0226079	0.0226079
19221	1	-46.83527	-49.92271	3.087441	0.01475738	0.0147574	0.0147574	0.0147574	0.0147574	0.0147574	0.0147574
19222	0	-47.29859	-50.08028	2.781689	0.02260794	0.0226079	0.0226079	0.0226079	0.0226079	0.0226079	0.0226079
19223	1	-47.77107	-50.45568	2.684611	0.02510052	0.0251005	0.0251005	0.0251005	0.0251005	0.0251005	0.0251005
19224	0	-46.75897	-49.74686	2.987896	0.01731332	0.0173133	0.0173133	0.0173133	0.0173133	0.0173133	0.0173133
19225	1	-47.72033	-50.41441	2.69408	0.02485739	0.0248574	0.0248574	0.0248574	0.0248574	0.0248574	0.0248574
19226	0	-46.75897	-49.74686	2.987896	0.01731332	0.0173133	0.0173133	0.0173133	0.0173133	0.0173133	0.0173133
19227	1	-46.76702	-49.74367	2.976645	0.01760221	0.0176022	0.0176022	0.0176022	0.0176022	0.0176022	0.0176022
19228	0	-48.33873	-50.92651	2.587784	0.02758669	0.0275867	0.0275867	0.0275867	0.0275867	0.0275867	0.0275867
19229	1	-47.13733	-49.95929	2.821957	0.02157401	0.021574	0.021574	0.021574	0.021574	0.021574	0.021574
19230	0	-47.29742	-50.49081	3.193385	0.01203716	0.0120372	0.0120372	0.0120372	0.0120372	0.0120372	0.0120372
19231	1	-47.86264	-51.12127	3.258638	0.01036169	0.0103617	0.0103617	0.0103617	0.0103617	0.0103617	0.0103617
19232	0	-46.99495	-49.85879	2.863841	0.02049858	0.0204986	0.0204986	0.0204986	0.0204986	0.0204986	0.0204986
19233	1	-47.15228	-50.32214	3.16986	0.01264119	0.0126412	0.0126412	0.0126412	0.0126412	0.0126412	0.0126412
19234	0	-46.99495	-49.85879	2.863841	0.02049858	0.0204986	0.0204986	0.0204986	0.0204986	0.0204986	0.0204986
19235	1	-47.01492	-50.15711	3.142189	0.01335167	0.0133517	0.0133517	0.0133517	0.0133517	0.0133517	0.0133517
19236	0	-48.86415	-51.37212	2.507969	0.02963602	0.029636	0.029636	0.029636	0.029636	0.029636	0.029636
19237	1	-47.01492	-50.15711	3.142189	0.01335167	0.0133517	0.0133517	0.0133517	0.0133517	0.0133517	0.0133517
19238	0	-46.78971	-49.85288	3.063172	0.01538052	0.0153805	0.0153805	0.0153805	0.0153805	0.0153805	0.0153805
19239	1	-48.35943	-51.65841	3.29898	0.009325875	0.00932588	0.00932588	0.00932588	0.00932588	0.00932588	0.00932588
19240	0	-46.78971	-49.85288	3.063172	0.01538052	0.0153805	0.0153805	0.0153805	0.0153805	0.0153805	0.0153805
19241	1	-46.76616	-49.74384	2.97768	0.01757563	0.0175756	0.0175756	0.0175756	0.0175756	0.0175756	0.0175756
19242	0	-47.65638	-50.36265	2.706276	0.02454426	0.0245443	0.0245443	0.0245443	0.0245443	0.0245443	0.0245443
19243	1	-46.76249	-49.74494	2.98245	0.01745317	0.0174532	0.0174532	0.0174532	0.0174532	0.0174532	0.0174532
19244	0	-46.75436	-49.77838	3.024027	0.01638563	0.0163856	0.0163856	0.0163856	0.0163856	0.0163856	0.0163856
19245	1	-46.76219	-49.74507	2.982882	0.01744207	0.0174421	0.0174421	0.0174421	0.0174421	0.0174421	0.0174421
19246	0	-46.75436	-49.77838	3.024027	0.01638563	0.0163856	0.0163856	0.0163856	0.0163856	0.0163856	0.0163856
19247	1	-46.76219	-49.74507	2.982882	0.01744207	0.0174421	0.0174421	0.0174421	0.0174421	0.0174421	0.0174421
19248	0	-46.75436	-49.77838	3.024027	0.01638563	0.0163856	0.0163856	0.0163856	0.0163856	0.0163856	0.0163856
19249	1	-46.88327	-49.78829	2.905028	0.01944107	0.0194411	0.0194411	0.0194411	0.0194411	0.0194411	0.0194411
19250	0	-46.75436	-49.77838	3.024027	0.01638563	0.0163856	0.0163856	0.0163856	0.0163856	0.0163856	0.0163856
19251	1	-47.92416	-50.58116	2.656998	0.02580954	0.0258095	0.0258095	0.0258095	0.0258095	0.0258095	0.0258095
19252	0	-46.80847	-49.75136	2.942893	0.01846882	0.0184688	0.0184688	0.0184688	0.0184688	0.0184688	0.0184688
19253	1	-46.80557	-49.7503	2.944732	0.01842163	0.0184216	0.0184216	0.0184216	0.0184216	0.0184216	0.0184216
19254	0	-47.25431	-50.44116	3.186848	0.01220498	0.012205	0.012205	0.012205	0.012205	0.012205	0.012205
19255	1	-46.76838	-49.81407	3.04569	0.01582941	0.0158294	0.0158294	0.0158294	0.0158294	0.0158294	0.0158294
19256	0	-46.91284	-50.02825	3.11541	0.01403925	0.0140392	0.0140392	0.0140392	0.0140392	0.0140392	0.0140392
19257	1	-49.36639	-51.80347	2.43708	0.0314562	0.0314562	0.0314562	0.0314562	0.0314562	0.0314562	0.0314562
19258	0	-47.11736	-49.94474	2.827385	0.02143463	0.0214346	0.0214346	0.0214346	0.0214346	0.0214346	0.0214346
19259	1	-46.77638	-49.74329	2.966907	0.01785223	0.0178522	0.0178522	0.0178522	0.0178522	0.0178522	0.0178522
19260	0	-47.1505	-49.96894	2.818441	0.02166428	0.0216643	0.0216643	0.0216643	0.0216643	0.0216643	0.0216643
19261	1	-46.77638	-49.74329	2.966907	0.01785223	0.0178522	0.0178522	0.0178522	0.0178522	0.0178522	0.0178522
19262	0	-46.92317	-49.81217	2.889001	0.01985258	0.0198526	0.0198526	0.0198526	0.0198526	0.0198526	0.0198526
19263	1	-47.23228	-50.02986	2.797577	0.02220001	0.0222	0.0222	0.0222	0.0222	0.0222	0.0222
19264	0	-47.04738	-49.89483	2.847456	0.02091928	0.0209193	0.0209193	0.0209193	0.0209193	0.0209193	0.0209193
19265	1	-47.23228	-50.02986	2.797577	0.02220001	0.0222	0.0222	0.0222	0.0222	0.0222	0.0222
19266	0	-47.04738	-49.89483	2.847456	0.02091928	0.0209193	0.0209193	0.0209193	0.0209193	0.0209193	0.0209193
19267	1	-47.23228	-50.02986	2.797577	0.02220001	0.0222	0.0222	0.0222	0.0222	0.0222	0.0222
19268	0	-46.90996	-49.80406	2.894101	0.01972162	0.0197216	0.0197216	0.0197216	0.0197216	0.0197216	0.0197216
19269	1	-46.75309	-49.75557	3.002477	0.01693894	0.0169389	0.0169389	0.0169389	0.0169389	0.0169389	0.0169389
19270	0	-46.7621	-49.7451	2.983002	0.01743898	0.017439	0.017439	0.017439	0.017439	0.017439	0.017439
19271	1	-46.8614	-49.77614	2.914744	0.0191916	0.0191916	0.0191916	0.0191916	0.0191916	0.0191916	0.0191916
19272	0	-46.99514	-49.85892	2.863779	0.02050018	0.0205002	0.0205002	0.0205002	0.0205002	0.0205002	0.0205002
19273	1	-48.82176	-51.33592	2.514164	0.02947696	0.029477	0.029477	0.029477	0.029477	0.029477	0.029477
19274	0	-46.99514	-49.85892	2.863779	0.02050018	0.0205002	0.0205002	0.0205002	0.0205002	0.0205002	0.0205002
19275	1	-46.75345	-49.77451	3.021056	0.01646189	0.0164619	0.0164619	0.0164619	0.0164619	0.0164619	0.0164619
19276	0	-46.99514	-49.85892	2.863779	0.02050018	0.0205002	0.0205002	0.0205002	0.0205002	0.0205002	0.0205002
19277	1	-46.75345	-49.77451	3.021056	0.01646189	0.0164619	0.0164619	0.0164619	0.0164619	0.0164619	0.0164619
19278	0	-46.99514	-49.85892	2.863779	0.02050018	0.0205002	0.0205002	0.0205002	0.0205002	0.0205002	0.0205002
19279	1	-46.97211	-49.84356	2.871447	0.02030331	0.0203033	0.0203033	0.0203033	0.0203033	0.0203033	0.0203033
19280	0	-46.99514	-49.85892	2.863779	0.02050018	0.0205002	0.0205002	0.0205002	0.0205002	0.0205002	0.0205002
19281	1	-46.76911	-49.81555	3.046437	0.01581021	0.0158102	0.0158102	0.0158102	0.0158102	0.0158102	0.0158102
19282	0	-46.99514	-49.85892	2.863779	0.02050018	0.0205002	0.0205002	0.0205002	0.0205002	0.0205002	0.0205002
19283	1	-46.79162	-49.85606	3.064441	0.01534794	0.0153479	0.0153479	0.0153479	0.0153479	0.0153479	0.0153479
19284	0	-46.99514	-49.85892	2.863779	0.02050018	0.0205002	0.0205002	0.0205002	0.0205002	0.0205002	0.0205002
19285	1	-46.90937	-50.02372	3.114349	0.0140665	0.0140665	0.0140665	0.0140665	0.0140665	0.0140665	0.0140665
19286	0	-48.28945	-51.58334	3.293893	0.009456474	0.00945647	0.00945647	0.00945647	0.00945647	0.00945647	0.00945647
19287	1	-46.90937	-50.02372	3.114349	0.0140665	0.0140665	0.0140665	0.0140665	0.0140665	0.0140665	0.0140665
19288	0	-48.28945	-51.58334	3.293893	0.009456474	0.00945647	0.00945647	0.00945647	0.00945647	0.00945647	0.00945647
19289	1	-47.24084	-50.03632	2.795481	0.02225382	0.0222538	0.0222538	0.0222538	0.0222538	0.0222538	0.0222538
19290	0	-47.30184	-50.08277	2.78093	0.02262742	0.0226274	0.0226274	0.0226274	0.0226274	0.0226274	0.0226274
19291	1	-47.24084	-50.03632	2.795481	0.02225382	0.0222538	0.0222538	0.0222538	0.0222538	0.0222538	0.0222538
19292	0	-47.30184	-50.08277	2.78093	0.02262742	0.0226274	0.0226274	0.0226274	0.0226274	0.0226274	0.0226274
19293	1	-47.24084	-50.03632	2.795481	0.02225382	0.0222538	0.0222538	0.0222538	0.0222538	0.0222538	0.0222538
19294	0	-47.30184	-50.08277	2.78093	0.02262742	0.0226274	0.0226274	0.0226274	0.0226274	0.0226274	0.0226274
19295	1	-47.74354	-50.43326	2.689728	0.02496914	0.0249691	0.0249691	0.0249691	0.0249691	0.0249691	0.0249691
19296	0	-47.15286	-50.32282	3.169964	0.01263851	0.0126385	0.0126385	0.0126385	0.0126385	0.0126385	0.0126385
19297	1	-47.81969	-50.49538	2.675693	0.02532951	0.0253295	0.0253295	0.0253295	0.0253295	0.0253295	0.0253295
19298	0	-48.18282	-50.79583	2.61301	0.02693897	0.026939	0.026939	0.026939	0.026939	0.026939	0.026939
19299	1	-47.61981	-50.85398	3.23417	0.01098994	0.0109899	0.0109899	0.0109899	0.0109899	0.0109899	0.0109899
19300	0	-48.28065	-50.87774	2.597082	0.02734795	0.0273479	0.0273479	0.0273479	0.0273479	0.0273479	0.0273479
19301	1	-47.26965	-50.05818	2.788523	0.02243246	0.0224325	0.0224325	0.0224325	0.0224325	0.0224325	0.0224325
19302	0	-48.28065	-50.87774	2.597082	0.02734795	0.0273479	0.0273479	0.0273479	0.0273479	0.0273479	0.0273479
19303	1	-47.26965	-50.05818	2.788523	0.02243246	0.0224325	0.0224325	0.0224325	0.0224325	0.0224325	0.0224325
19304	0	-46.84017	-49.76523	2.925054	0.01892688	0.0189269	0.0189269	0.0189269	0.0189269	0.0189269	0.0189269
19305	1	-47.24609	-50.04029	2.7942	0.0222867	0.0222867	0.0222867	0.0222867	0.0222867	0.0222867	0.0222867
19306	0	-46.84017	-49.76523	2.925054	0.01892688	0.0189269	0.0189269	0.0189269	0.0189269	0.0189269	0.0189269
19307	1	-46.88132	-49.98654	3.105224	0.01430078	0.0143008	0.0143008	0.0143008	0.0143008	0.0143008	0.0143008
19308	0	-47.40806	-50.16509	2.757026	0.0232412	0.0232412	0.0232412	0.0232412	0.0232412	0.0232412	0.0232412
19309	1	-47.78858	-50.46996	2.681381	0.02518346	0.0251835	0.0251835	0.0251835	0.0251835	0.0251835	0.0251835
19310	0	-46.7541	-49.77735	3.023256	0.01640542	0.0164054	0.0164054	0.0164054	0.0164054	0.0164054	0.0164054
19311	1	-47.70902	-50.95266	3.243639	0.01074682	0.0107468	0.0107468	0.0107468	0.0107468	0.0107468	0.0107468
19312	0	-47.01637	-49.87335	2.856982	0.02067471	0.0206747	0.0206747	0.0206747	0.0206747	0.0206747	0.0206747
19313	1	-46.9771	-49.84686	2.869758	0.02034667	0.0203467	0.0203467	0.0203467	0.0203467	0.0203467	0.0203467
19314	0	-47.01637	-49.87335	2.856982	0.02067471	0.0206747	0.0206747	0.0206747	0.0206747	0.0206747	0.0206747
19315	1	-46.86494	-49.96432	3.099377	0.01445091	0.0144509	0.0144509	0.0144509	0.0144509	0.0144509	0.0144509
19316	0	-47.66861	-50.37253	2.70392	0.02460476	0.0246048	0.0246048	0.0246048	0.0246048	0.0246048	0.0246048
19317	1	-46.86494	-49.96432	3.099377	0.01445091	0.0144509	0.0144509	0.0144509	0.0144509	0.0144509	0.0144509
19318	0	-46.90994	-49.80405	2.894111	0.01972138	0.0197214	0.0197214	0.0197214	0.0197214	0.0197214	0.0197214
19319	1	-46.86494	-49.96432	3.099377	0.01445091	0.0144509	0.0144509	0.0144509	0.0144509	0.0144509	0.0144509
19320	0	-47.2993	-50.08082	2.781524	0.02261219	0.0226122	0.0226122	0.0226122	0.0226122	0.0226122	0.0226122
19321	1	-47.77033	-50.45508	2.684747	0.02509705	0.025097	0.025097	0.025097	0.025097	0.025097	0.025097
19322	0	-47.32435	-50.10007	2.775725	0.02276107	0.0227611	0.0227611	0.0227611	0.0227611	0.0227611	0.0227611
19323	1	-47.77033	-50.45508	2.684747	0.02509705	0.025097	0.025097	0.025097	0.025097	0.025097	0.025097
19324	0	-46.874	-49.97667	3.102667	0.01436645	0.0143664	0.0143664	0.0143664	0.0143664	0.0143664	0.0143664
19325	1	-47.45072	-50.66501	3.214293	0.0115003	0.0115003	0.0115003	0.0115003	0.0115003	0.0115003	0.0115003
19326	0	-48.24793	-50.8503	2.602371	0.02721214	0.0272121	0.0272121	0.0272121	0.0272121	0.0272121	0.0272121
19327	1	-47.45072	-50.66501	3.214293	0.0115003	0.0115003	0.0115003	0.0115003	0.0115003	0.0115003	0.0115003
19328	0	-48.24793	-50.8503	2.602371	0.02721214	0.0272121	0.0272121	0.0272121	0.0272121	0.0272121	0.0272121
19329	1	-46.7732	-49.74317	2.969967	0.01777368	0.0177737	0.0177737	0.0177737	0.0177737	0.0177737	0.0177737
19330	0	-46.76786	-49.74353	2.975675	0.01762713	0.0176271	0.0176271	0.0176271	0.0176271	0.0176271	0.0176271
19331	1	-49.15694	-52.50465	3.347709	0.008074681	0.00807468	0.00807468	0.00807468	0.00807468	0.00807468	0.00807468
19332	0	-46.89316	-50.00236	3.1092	0.01419871	0.0141987	0.0141987	0.0141987	0.0141987	0.0141987	0.0141987
19333	1	-46.79869	-49.86757	3.068872	0.01523416	0.0152342	0.0152342	0.0152342	0.0152342	0.0152342	0.0152342
19334	0	-46.82286	-49.90462	3.081757	0.01490332	0.0149033	0.0149033	0.0149033	0.0149033	0.0149033	0.0149033
19335	1	-46.79869	-49.86757	3.068872	0.01523416	0.0152342	0.0152342	0.0152342	0.0152342	0.0152342	0.0152342
19336	0	-47.10461	-50.26563	3.161013	0.01286834	0.0128683	0.0128683	0.0128683	0.0128683	0.0128683	0.0128683
19337	1	-46.96349	-49.83789	2.874407	0.02022729	0.0202273	0.0202273	0.0202273	0.0202273	0.0202273	0.0202273
