Iteration	Posterior	Likelihood	Prior	extirpation_rate	rate_bg
8740	-224.8933	-225.6375	0.7441989	0.4560322	0.05794481
8750	-222.7558	-223.9989	1.243059	0.7632177	0.0481916
8760	-223.7129	-225.0005	1.287505	0.905259	0.04048522
8770	-225.3963	-225.3934	-0.002830249	1.574913	0.04328858
8780	-224.688	-225.7443	1.056322	0.6962467	0.05935565
8790	-223.0997	-224.1492	1.049475	0.927941	0.04992258
8800	-225.256	-225.0932	-0.1627482	1.622518	0.04593654
8810	-223.3674	-224.4692	1.101729	0.9867281	0.04368086
8820	-224.4208	-225.1854	0.7646416	1.026821	0.05758199
8830	-225.0676	-225.8093	0.7417018	0.4582276	0.05854653
8840	-223.1713	-224.5875	1.416181	0.7143651	0.04130723
8850	-222.8035	-224.0355	1.231957	0.7173256	0.04962961
8860	-225.7125	-227.2551	1.542633	0.8154192	0.0344368
8870	-223.3478	-223.9255	0.5776708	0.3711977	0.04486112
8880	-222.7395	-223.9562	1.216699	0.5977819	0.04864595
8890	-224.054	-225.0638	1.009831	0.548302	0.05616453
8900	-222.7752	-223.9267	1.151494	0.5127343	0.04546828
8910	-224.4527	-224.4934	0.0407687	0.2974664	0.04031719
8920	-223.7305	-224.4989	0.7684553	0.3851607	0.04048972
8930	-223.3127	-224.052	0.7393028	0.3915102	0.0432735
8940	-224.1449	-223.9358	-0.2090797	0.2897129	0.04731176
8950	-224.0558	-225.4239	1.368109	0.8707018	0.03886868
8960	-222.8723	-224.0003	1.128031	0.5427089	0.04943258
8970	-223.1659	-224.159	0.9931336	0.9931633	0.04823172
8980	-223.3964	-224.5033	1.10686	0.8019074	0.05382647
8990	-224.7382	-224.7785	0.04035423	1.507581	0.04774192
9000	-222.8251	-223.9783	1.153165	0.5046365	0.04453075
9010	-223.8091	-223.9008	0.09170978	0.3153331	0.04626662
9020	-222.9018	-224.2463	1.344523	0.5926398	0.04259657
9030	-222.6845	-223.9583	1.273763	0.6892957	0.04777129
9040	-227.014	-226.4001	-0.6139401	1.883723	0.04130598
9050	-223.0534	-224.1957	1.142227	0.4827877	0.04245767
9060	-223.1782	-224.3624	1.184142	0.4893371	0.04148224
9070	-223.7797	-224.4953	0.715579	1.191	0.04560783
9080	-224.8015	-225.8471	1.045607	0.645097	0.05953531
9090	-224.1088	-223.9285	-0.1803768	0.2918596	0.04715581
9100	-222.8035	-224.0366	1.233101	0.696233	0.04973797
9110	-223.099	-224.1587	1.059631	0.9147799	0.05025267
9120	-222.7361	-224.0143	1.278156	0.5722474	0.04447539
9130	-222.6918	-224.0207	1.328906	0.6700307	0.04515066
9140	-223.2143	-224.2118	0.9974474	0.4393531	0.04219623
9150	-222.7784	-223.9187	1.140282	0.5321392	0.04789467
9160	-228.0557	-226.1861	-1.869679	2.35442	0.05339472
9170	-224.849	-225.4195	0.5705119	1.319564	0.04121072
9180	-222.9195	-224.0713	1.151723	0.8807837	0.04772316
9190	-222.692	-223.9271	1.235188	0.5642379	0.04593273
9200	-222.8206	-224.0348	1.214241	0.8255509	0.04740693
9210	-223.4531	-224.9069	1.453772	0.6952898	0.03989156
9220	-223.5079	-224.4959	0.9879468	1.054379	0.04407849
9230	-224.2199	-224.5504	0.3304581	1.332695	0.05104562
9240	-224.0009	-225.0934	1.0925	0.7299087	0.05685278
9250	-223.9945	-224.607	0.6125613	1.158259	0.05366954
9260	-222.9053	-224.1078	1.202522	0.8655849	0.04612169
9270	-224.4918	-224.7386	0.2467257	1.421257	0.04642106
9280	-223.9814	-225.0297	1.048256	1.058804	0.04120083
9290	-225.6973	-225.149	-0.5482375	1.775603	0.04875013
9300	-224.5692	-224.9305	0.3612735	1.273654	0.05558008
9310	-224.5916	-226.1058	1.514199	0.5989549	0.0361673
9320	-222.8683	-224.2035	1.335202	0.7633584	0.04394612
9330	-227.0603	-228.7122	1.651959	0.7657097	0.03197315
9340	-223.3831	-224.3242	0.9410905	1.060027	0.04576987
9350	-224.887	-226.2031	1.316038	0.9514513	0.0370628
9360	-223.0837	-224.2696	1.185993	0.6902418	0.05215261
9370	-223.7479	-224.3878	0.6398339	1.207941	0.04767297
9380	-223.4024	-224.2476	0.8451179	1.066529	0.04984537
9390	-223.8581	-224.9132	1.055154	0.4342014	0.03898727
9400	-223.007	-224.1642	1.157169	0.91016	0.04584496
9410	-226.5513	-225.5634	-0.9878749	1.925857	0.05485815
9420	-222.7805	-224.0151	1.23454	0.7451086	0.04903896
9430	-223.8457	-224.7523	0.9065864	1.11811	0.04294761
9440	-224.7256	-225.6734	0.9477666	0.8649072	0.05954666
9450	-223.1254	-224.1715	1.046169	0.97621	0.04688707
9460	-222.9473	-224.2814	1.334139	0.5769103	0.04229916
9470	-222.9569	-224.1391	1.182229	0.6131665	0.05100528
9480	-223.0469	-224.4392	1.392245	0.7290762	0.04213976
9490	-223.8597	-224.6799	0.820175	1.156914	0.04371345
9500	-222.672	-223.9812	1.309201	0.629274	0.04539715
9510	-223.3257	-224.2905	0.9648214	0.9649535	0.05168154
9520	-222.8697	-224.0634	1.19372	0.7943744	0.04962779
9530	-226.4091	-226.9881	0.5790181	0.4311638	0.06195301
9540	-222.7776	-224.0202	1.242594	0.798008	0.04713388
9550	-223.3658	-224.502	1.136202	0.9686596	0.04331452
9560	-224.0421	-224.4787	0.436623	1.303495	0.04863072
9570	-223.5392	-224.7674	1.228216	0.489164	0.03967457
9580	-222.9394	-224.1786	1.239157	0.8543292	0.04498738
9590	-222.6752	-223.9761	1.300869	0.614661	0.04534901
9600	-225.0284	-226.1835	1.155114	0.4362879	0.03558898
9610	-222.7645	-224.0036	1.239136	0.7554097	0.0485797
9620	-222.8474	-224.2079	1.360558	0.7205738	0.04360506
9630	-224.6223	-225.3207	0.6984044	1.061257	0.05822411
9640	-222.8756	-224.2524	1.376751	0.6525183	0.04286531
9650	-228.3503	-226.6346	-1.71574	2.36465	0.04480779
9660	-223.655	-224.4032	0.7482205	1.098653	0.05203425
9670	-224.4134	-224.9113	0.4978628	1.325795	0.04377275
9680	-224.0386	-224.6975	0.6589042	1.122974	0.05455325
9690	-224.0928	-225.5549	1.462116	0.7866569	0.03815353
9700	-223.6103	-224.3385	0.7281549	1.123935	0.05081766
9710	-223.8981	-224.3045	0.4064219	0.3662338	0.05148465
9720	-225.9867	-225.2989	-0.6877767	1.793488	0.05394673
9730	-222.69	-223.9748	1.284772	0.7210884	0.04703178
9740	-223.1456	-224.1903	1.044704	0.9817442	0.04658173
9750	-223.0939	-224.4534	1.359471	0.5792389	0.04135626
9760	-223.0455	-223.9153	0.8697694	0.4385943	0.04779443
9770	-224.7891	-225.7638	0.9746978	0.5558122	0.05887067
9780	-223.1482	-224.1269	0.9786948	0.4873655	0.05066291
9790	-224.4273	-224.6171	0.1897632	1.419229	0.0493462
9800	-222.7509	-223.9132	1.162232	0.5412566	0.04764905
9810	-223.1682	-224.3391	1.17088	0.7223127	0.05268777
9820	-223.2516	-224.3572	1.105596	0.5686386	0.05260336
9830	-223.3441	-223.9589	0.6147541	0.389473	0.04843834
9840	-222.6948	-223.9623	1.267527	0.6878122	0.04807084
9850	-223.6104	-224.0278	0.4173914	0.3612645	0.04918273
9860	-225.8815	-226.4191	0.5375627	0.4159413	0.06023236
9870	-223.5757	-224.3834	0.8076917	1.062548	0.05208604
9880	-222.8093	-223.9451	1.135791	0.5368521	0.0485388
9890	-222.6573	-223.9599	1.302517	0.6628242	0.04629622
9900	-222.9362	-224.0845	1.148324	0.8493771	0.04951157
9910	-223.056	-224.1462	1.090167	0.8889093	0.05028427
9920	-223.6065	-224.6264	1.019832	0.8785841	0.05458593
9930	-223.6339	-223.9681	0.3342254	0.3478384	0.0483473
9940	-224.9639	-224.8937	-0.07020525	1.56549	0.04723321
9950	-223.0639	-223.9775	0.9135708	0.4304726	0.04420448
9960	-223.9753	-225.024	1.04878	0.5743562	0.05609124
9970	-223.062	-224.1261	1.06416	0.9503409	0.04775138
9980	-227.286	-228.9755	1.689431	0.7061577	0.03147855
9990	-223.2537	-224.4127	1.158939	0.729289	0.05320905
10000	-223.2234	-224.3739	1.150537	0.7604509	0.05294229
