Iteration	Posterior	Likelihood	Prior	er[1][1]	er[2][2]	er[3][3]	er[4][4]	er[5][5]	extirpation_rate	rate_bg
16840	-420.5312	-421.4777	0.9465111	0.8276901	0.8276901	0.8276901	0.8276901	0.8276901	0.8276901	0.02685778
16850	-421.8916	-420.5623	-1.32938	2.031313	2.031313	2.031313	2.031313	2.031313	2.031313	0.02675753
16860	-421.7883	-421.1205	-0.6678146	1.759214	1.759214	1.759214	1.759214	1.759214	1.759214	0.02471195
16870	-422.1975	-422.8248	0.6272912	0.9485175	0.9485175	0.9485175	0.9485175	0.9485175	0.9485175	0.03217938
16880	-420.4106	-421.1281	0.7174951	1.008432	1.008432	1.008432	1.008432	1.008432	1.008432	0.02696907
16890	-421.6833	-420.4861	-1.197268	1.9584	1.9584	1.9584	1.9584	1.9584	1.9584	0.02739845
16900	-421.5928	-420.6228	-0.9700128	1.820999	1.820999	1.820999	1.820999	1.820999	1.820999	0.02929249
16910	-420.5163	-420.7956	0.2792859	1.248625	1.248625	1.248625	1.248625	1.248625	1.248625	0.02749395
16920	-420.9188	-420.7838	-0.1350552	1.429115	1.429115	1.429115	1.429115	1.429115	1.429115	0.0290616
16930	-421.2633	-420.5278	-0.7354944	1.724816	1.724816	1.724816	1.724816	1.724816	1.724816	0.02845781
16940	-422.4638	-423.1147	0.650868	0.9222767	0.9222767	0.9222767	0.9222767	0.9222767	0.9222767	0.03253532
16950	-420.5843	-421.2821	0.697885	0.9853301	0.9853301	0.9853301	0.9853301	0.9853301	0.9853301	0.02846764
16960	-421.4587	-421.1192	-0.3394495	1.504251	1.504251	1.504251	1.504251	1.504251	1.504251	0.03052418
16970	-421.0754	-420.893	-0.1823311	1.443165	1.443165	1.443165	1.443165	1.443165	1.443165	0.02960238
16980	-420.6508	-421.4585	0.8077169	0.9026883	0.9026883	0.9026883	0.9026883	0.9026883	0.9026883	0.02849731
16990	-425.9396	-421.9823	-3.957323	3.244372	3.244372	3.244372	3.244372	3.244372	3.244372	0.03139258
17000	-421.7907	-422.4846	0.6938988	0.9159417	0.9159417	0.9159417	0.9159417	0.9159417	0.9159417	0.03141572
17010	-421.9524	-422.6092	0.6568049	0.4508532	0.4508532	0.4508532	0.4508532	0.4508532	0.4508532	0.02694644
17020	-420.7699	-421.6338	0.8639009	0.8451615	0.8451615	0.8451615	0.8451615	0.8451615	0.8451615	0.0286961
17030	-421.2748	-422.2103	0.9355098	0.6017397	0.6017397	0.6017397	0.6017397	0.6017397	0.6017397	0.0280874
17040	-421.2835	-421.3978	0.1143276	1.39444	1.39444	1.39444	1.39444	1.39444	1.39444	0.02430668
17050	-420.6523	-421.6754	1.023094	0.7664585	0.7664585	0.7664585	0.7664585	0.7664585	0.7664585	0.02603145
17060	-422.4805	-420.6103	-1.87011	2.280509	2.280509	2.280509	2.280509	2.280509	2.280509	0.02709008
17070	-420.4178	-421.1691	0.7512638	0.9946049	0.9946049	0.9946049	0.9946049	0.9946049	0.9946049	0.02662137
17080	-420.8225	-421.1768	0.3542944	1.171876	1.171876	1.171876	1.171876	1.171876	1.171876	0.02944156
17090	-420.5784	-421.5231	0.9447438	0.8106877	0.8106877	0.8106877	0.8106877	0.8106877	0.8106877	0.0273002
17100	-421.3821	-420.5484	-0.8336746	1.800445	1.800445	1.800445	1.800445	1.800445	1.800445	0.02670838
17110	-420.5195	-420.8415	0.3220418	1.219822	1.219822	1.219822	1.219822	1.219822	1.219822	0.0278228
17120	-421.2556	-422.2	0.9443775	0.5615469	0.5615469	0.5615469	0.5615469	0.5615469	0.5615469	0.02657944
17130	-420.6976	-420.7067	0.009136251	1.373396	1.373396	1.373396	1.373396	1.373396	1.373396	0.02817726
17140	-420.6142	-420.7503	0.1361635	1.337898	1.337898	1.337898	1.337898	1.337898	1.337898	0.02664578
17150	-421.92	-423.018	1.097987	0.5799941	0.5799941	0.5799941	0.5799941	0.5799941	0.5799941	0.02334921
17160	-422.7052	-421.0668	-1.638414	2.206582	2.206582	2.206582	2.206582	2.206582	2.206582	0.02511333
17170	-421.2277	-420.7532	-0.4744935	1.585466	1.585466	1.585466	1.585466	1.585466	1.585466	0.02946726
17180	-424.0323	-421.1416	-2.890667	2.792341	2.792341	2.792341	2.792341	2.792341	2.792341	0.02621421
17190	-421.4025	-422.3146	0.9121347	0.5869221	0.5869221	0.5869221	0.5869221	0.5869221	0.5869221	0.02833777
17200	-420.5837	-421.5766	0.9928559	0.8052636	0.8052636	0.8052636	0.8052636	0.8052636	0.8052636	0.02613109
17210	-420.4792	-421.0657	0.5865127	1.108865	1.108865	1.108865	1.108865	1.108865	1.108865	0.0261029
17220	-420.7534	-420.6968	-0.05659094	1.403005	1.403005	1.403005	1.403005	1.403005	1.403005	0.02833977
17230	-420.5913	-421.354	0.7627394	0.9413545	0.9413545	0.9413545	0.9413545	0.9413545	0.9413545	0.02837564
17240	-421.018	-421.4303	0.4123134	1.128226	1.128226	1.128226	1.128226	1.128226	1.128226	0.03003995
17250	-421.0918	-421.4635	0.3716691	1.147625	1.147625	1.147625	1.147625	1.147625	1.147625	0.0302287
17260	-420.8106	-421.3007	0.4900521	1.095023	1.095023	1.095023	1.095023	1.095023	1.095023	0.02943622
17270	-420.9391	-421.6065	0.6674171	0.9772419	0.9772419	0.9772419	0.9772419	0.9772419	0.9772419	0.02969494
17280	-421.0954	-420.7096	-0.3857791	1.548468	1.548468	1.548468	1.548468	1.548468	1.548468	0.02914834
17290	-422.0649	-422.0897	0.02486122	1.463005	1.463005	1.463005	1.463005	1.463005	1.463005	0.02309862
17300	-420.4171	-421.0952	0.6780329	1.026875	1.026875	1.026875	1.026875	1.026875	1.026875	0.02726768
17310	-423.3211	-421.057	-2.264117	2.409009	2.409009	2.409009	2.409009	2.409009	2.409009	0.03069731
17320	-421.9462	-420.5475	-1.39868	2.028319	2.028319	2.028319	2.028319	2.028319	2.028319	0.02886141
17330	-421.8841	-420.5098	-1.374387	2.043777	2.043777	2.043777	2.043777	2.043777	2.043777	0.02725488
17340	-421.2291	-421.2311	0.002024607	1.339775	1.339775	1.339775	1.339775	1.339775	1.339775	0.03035708
17350	-420.9321	-420.9929	0.06076107	1.324348	1.324348	1.324348	1.324348	1.324348	1.324348	0.02951647
17360	-421.1577	-422.2721	1.114355	0.7271278	0.7271278	0.7271278	0.7271278	0.7271278	0.7271278	0.02417857
17370	-422.2524	-422.7516	0.4991766	0.4100803	0.4100803	0.4100803	0.4100803	0.4100803	0.4100803	0.02640762
17380	-421.7286	-420.7653	-0.9632995	1.878931	1.878931	1.878931	1.878931	1.878931	1.878931	0.02570265
17390	-420.9762	-421.2744	0.2982031	1.293719	1.293719	1.293719	1.293719	1.293719	1.293719	0.02472473
17400	-421.8547	-422.8851	1.030432	0.9098866	0.9098866	0.9098866	0.9098866	0.9098866	0.9098866	0.02260808
17410	-420.925	-420.5931	-0.3318699	1.537293	1.537293	1.537293	1.537293	1.537293	1.537293	0.02827331
17420	-421.174	-421.9988	0.824786	0.8431361	0.8431361	0.8431361	0.8431361	0.8431361	0.8431361	0.02989973
17430	-420.4405	-420.9877	0.5471518	1.100419	1.100419	1.100419	1.100419	1.100419	1.100419	0.02754775
17440	-420.8791	-421.0422	0.1630899	1.351358	1.351358	1.351358	1.351358	1.351358	1.351358	0.02525018
17450	-420.5435	-421.3475	0.8039794	0.9192291	0.9192291	0.9192291	0.9192291	0.9192291	0.9192291	0.02802471
17460	-420.5085	-420.8015	0.2930195	1.25034	1.25034	1.25034	1.25034	1.25034	1.25034	0.02703007
17470	-420.9415	-422.0292	1.08763	0.719451	0.719451	0.719451	0.719451	0.719451	0.719451	0.02488733
17480	-420.5072	-420.8304	0.3232157	1.222273	1.222273	1.222273	1.222273	1.222273	1.222273	0.02766219
17490	-420.6918	-421.0027	0.3109258	1.269292	1.269292	1.269292	1.269292	1.269292	1.269292	0.02559974
17500	-420.9732	-421.8752	0.9019689	0.9570556	0.9570556	0.9570556	0.9570556	0.9570556	0.9570556	0.02416585
17510	-423.1565	-421.1812	-1.975241	2.36789	2.36789	2.36789	2.36789	2.36789	2.36789	0.02505516
17520	-420.6381	-420.9131	0.2750136	1.230345	1.230345	1.230345	1.230345	1.230345	1.230345	0.02858907
17530	-424.0596	-424.3397	0.2800848	0.3997741	0.3997741	0.3997741	0.3997741	0.3997741	0.3997741	0.0311518
17540	-421.0869	-422.1469	1.059957	0.628769	0.628769	0.628769	0.628769	0.628769	0.628769	0.02528917
17550	-420.9191	-421.6561	0.7370271	1.060715	1.060715	1.060715	1.060715	1.060715	1.060715	0.02434999
17560	-420.6855	-420.7977	0.1122272	1.358156	1.358156	1.358156	1.358156	1.358156	1.358156	0.02620825
17570	-421.4003	-422.4297	1.029388	0.8842833	0.8842833	0.8842833	0.8842833	0.8842833	0.8842833	0.02333033
17580	-421.339	-421.3268	-0.01214166	1.342425	1.342425	1.342425	1.342425	1.342425	1.342425	0.03062796
17590	-420.4968	-420.8186	0.3218101	1.227488	1.227488	1.227488	1.227488	1.227488	1.227488	0.02742988
17600	-422.5075	-421.8109	-0.696645	1.646077	1.646077	1.646077	1.646077	1.646077	1.646077	0.03236832
17610	-420.9713	-421.0673	0.0959998	1.303352	1.303352	1.303352	1.303352	1.303352	1.303352	0.02969943
17620	-420.533	-421.1643	0.6312561	1.033337	1.033337	1.033337	1.033337	1.033337	1.033337	0.02828482
17630	-421.8494	-422.9031	1.053714	0.5573883	0.5573883	0.5573883	0.5573883	0.5573883	0.5573883	0.02368124
17640	-422.194	-420.5212	-1.672796	2.171077	2.171077	2.171077	2.171077	2.171077	2.171077	0.0280206
17650	-420.5487	-420.8192	0.2704163	1.271099	1.271099	1.271099	1.271099	1.271099	1.271099	0.02656506
17660	-422.7786	-422.4117	-0.3669889	1.477937	1.477937	1.477937	1.477937	1.477937	1.477937	0.03313961
17670	-421.2337	-422.0757	0.8420558	1.013312	1.013312	1.013312	1.013312	1.013312	1.013312	0.02363384
17680	-420.5868	-420.9166	0.3298349	1.250232	1.250232	1.250232	1.250232	1.250232	1.250232	0.02605844
17690	-420.5157	-421.3273	0.8116434	0.977152	0.977152	0.977152	0.977152	0.977152	0.977152	0.02570999
17700	-421.8684	-422.7187	0.8502935	0.5672774	0.5672774	0.5672774	0.5672774	0.5672774	0.5672774	0.02943611
17710	-420.463	-421.2802	0.8172257	0.962497	0.962497	0.962497	0.962497	0.962497	0.962497	0.02610457
17720	-420.5823	-421.4857	0.9033845	0.8401738	0.8401738	0.8401738	0.8401738	0.8401738	0.8401738	0.02771859
17730	-421.1907	-420.6281	-0.5626454	1.635266	1.635266	1.635266	1.635266	1.635266	1.635266	0.02896576
17740	-420.5073	-421.222	0.7147177	0.9840356	0.9840356	0.9840356	0.9840356	0.9840356	0.9840356	0.02804544
17750	-420.7559	-421.8042	1.048287	0.7207807	0.7207807	0.7207807	0.7207807	0.7207807	0.7207807	0.02587707
17760	-421.3572	-422.1846	0.8273453	1.028713	1.028713	1.028713	1.028713	1.028713	1.028713	0.02341814
17770	-420.763	-420.7012	-0.06180646	1.439058	1.439058	1.439058	1.439058	1.439058	1.439058	0.0264636
17780	-426.2255	-422.6615	-3.564042	3.185593	3.185593	3.185593	3.185593	3.185593	3.185593	0.02371529
17790	-421.6358	-422.5887	0.952924	0.5248265	0.5248265	0.5248265	0.5248265	0.5248265	0.5248265	0.02472427
17800	-421.3339	-421.3463	0.01240731	1.329925	1.329925	1.329925	1.329925	1.329925	1.329925	0.03063803
17810	-422.0127	-420.6568	-1.355947	1.997419	1.997419	1.997419	1.997419	1.997419	1.997419	0.02954033
17820	-421.1068	-422.0843	0.9775705	0.5984581	0.5984581	0.5984581	0.5984581	0.5984581	0.5984581	0.02685073
17830	-420.6428	-421.5547	0.9118956	0.8220044	0.8220044	0.8220044	0.8220044	0.8220044	0.8220044	0.02794396
17840	-423.2639	-420.9536	-2.310307	2.437785	2.437785	2.437785	2.437785	2.437785	2.437785	0.03028075
17850	-420.9998	-420.7983	-0.2014846	1.458196	1.458196	1.458196	1.458196	1.458196	1.458196	0.02925487
17860	-422.6366	-421.1716	-1.465075	2.021754	2.021754	2.021754	2.021754	2.021754	2.021754	0.03127797
17870	-422.7383	-423.5007	0.7624232	0.4393812	0.4393812	0.4393812	0.4393812	0.4393812	0.4393812	0.0231834
17880	-421.1628	-422.1209	0.9580449	0.5941137	0.5941137	0.5941137	0.5941137	0.5941137	0.5941137	0.02726705
17890	-422.0046	-421.7562	-0.2484682	1.584543	1.584543	1.584543	1.584543	1.584543	1.584543	0.02355178
17900	-421.4376	-420.5912	-0.8463868	1.811176	1.811176	1.811176	1.811176	1.811176	1.811176	0.02643604
17910	-422.3522	-423.2124	0.8602313	0.6531998	0.6531998	0.6531998	0.6531998	0.6531998	0.6531998	0.03121082
17920	-421.6787	-421.797	0.1182496	1.262221	1.262221	1.262221	1.262221	1.262221	1.262221	0.03146587
17930	-423.8621	-423.4351	-0.4270396	1.48511	1.48511	1.48511	1.48511	1.48511	1.48511	0.0346711
17940	-424.2521	-424.8931	0.6410516	0.5118281	0.5118281	0.5118281	0.5118281	0.5118281	0.5118281	0.03283011
17950	-421.3181	-420.6753	-0.6428446	1.722716	1.722716	1.722716	1.722716	1.722716	1.722716	0.02605614
17960	-421.0696	-420.595	-0.4745912	1.599436	1.599436	1.599436	1.599436	1.599436	1.599436	0.02861387
17970	-421.7338	-421.4954	-0.2383643	1.442939	1.442939	1.442939	1.442939	1.442939	1.442939	0.03132299
17980	-421.2694	-422.2621	0.9927132	0.5686898	0.5686898	0.5686898	0.5686898	0.5686898	0.5686898	0.02557714
17990	-420.558	-420.7523	0.1942753	1.301975	1.301975	1.301975	1.301975	1.301975	1.301975	0.02699239
18000	-420.934	-421.9984	1.064366	0.6663385	0.6663385	0.6663385	0.6663385	0.6663385	0.6663385	0.02553088
18010	-420.7225	-421.4495	0.7269541	0.9528167	0.9528167	0.9528167	0.9528167	0.9528167	0.9528167	0.0289565
18020	-420.834	-420.5941	-0.239928	1.498855	1.498855	1.498855	1.498855	1.498855	1.498855	0.02794477
18030	-420.9468	-421.2635	0.3167141	1.283267	1.283267	1.283267	1.283267	1.283267	1.283267	0.02477125
18040	-421.0792	-421.8129	0.733624	1.071697	1.071697	1.071697	1.071697	1.071697	1.071697	0.02399497
18050	-420.7702	-421.5419	0.7716474	0.9172657	0.9172657	0.9172657	0.9172657	0.9172657	0.9172657	0.02901742
18060	-421.0223	-421.3606	0.3383151	1.16964	1.16964	1.16964	1.16964	1.16964	1.16964	0.0300378
18070	-421.0772	-420.5098	-0.5673885	1.659935	1.659935	1.659935	1.659935	1.659935	1.659935	0.02761875
18080	-420.4279	-421.1034	0.6755522	1.048016	1.048016	1.048016	1.048016	1.048016	1.048016	0.02643326
18090	-420.7	-421.4943	0.7942495	1.00968	1.00968	1.00968	1.00968	1.00968	1.00968	0.02492911
18100	-421.6385	-422.3001	0.6616043	1.136531	1.136531	1.136531	1.136531	1.136531	1.136531	0.02307128
18110	-420.8629	-420.6563	-0.2066697	1.473737	1.473737	1.473737	1.473737	1.473737	1.473737	0.02847737
18120	-420.867	-421.6733	0.806278	1.014691	1.014691	1.014691	1.014691	1.014691	1.014691	0.02444298
18130	-421.9031	-420.514	-1.389054	2.029024	2.029024	2.029024	2.029024	2.029024	2.029024	0.02854201
18140	-420.9376	-420.5813	-0.3562881	1.549848	1.549848	1.549848	1.549848	1.549848	1.549848	0.02821944
18150	-421.0867	-422.1174	1.030675	0.6104218	0.6104218	0.6104218	0.6104218	0.6104218	0.6104218	0.02572241
18160	-420.5324	-420.8854	0.3529841	1.198895	1.198895	1.198895	1.198895	1.198895	1.198895	0.02805103
18170	-420.913	-421.7554	0.8423748	0.9942413	0.9942413	0.9942413	0.9942413	0.9942413	0.9942413	0.02431622
18180	-420.9568	-421.7797	0.8229499	0.861772	0.861772	0.861772	0.861772	0.861772	0.861772	0.02939596
18190	-420.5751	-421.2795	0.7044021	0.9821086	0.9821086	0.9821086	0.9821086	0.9821086	0.9821086	0.02841588
18200	-420.487	-421.0196	0.532654	1.138422	1.138422	1.138422	1.138422	1.138422	1.138422	0.02615888
18210	-420.6933	-421.6367	0.9434126	0.784839	0.784839	0.784839	0.784839	0.784839	0.784839	0.02786938
18220	-422.4825	-422.4148	-0.0677118	1.517015	1.517015	1.517015	1.517015	1.517015	1.517015	0.02265013
18230	-420.5979	-421.547	0.9491663	0.8020569	0.8020569	0.8020569	0.8020569	0.8020569	0.8020569	0.02736629
18240	-421.7322	-422.4997	0.7675475	0.490084	0.490084	0.490084	0.490084	0.490084	0.490084	0.02738225
18250	-420.7682	-421.237	0.4687969	1.110215	1.110215	1.110215	1.110215	1.110215	1.110215	0.02929544
18260	-421.2883	-422.4165	1.128157	0.7211527	0.7211527	0.7211527	0.7211527	0.7211527	0.7211527	0.02388831
18270	-420.938	-420.5533	-0.3846973	1.568435	1.568435	1.568435	1.568435	1.568435	1.568435	0.02792051
18280	-420.4861	-421.0268	0.5406803	1.134141	1.134141	1.134141	1.134141	1.134141	1.134141	0.02614712
18290	-420.9316	-421.0416	0.1099276	1.298249	1.298249	1.298249	1.298249	1.298249	1.298249	0.02958335
18300	-422.3076	-421.0006	-1.307023	1.955115	1.955115	1.955115	1.955115	1.955115	1.955115	0.03079238
18310	-420.616	-421.6153	0.9992697	0.8168732	0.8168732	0.8168732	0.8168732	0.8168732	0.8168732	0.02571905
18320	-421.1617	-422.1232	0.9615197	0.9251082	0.9251082	0.9251082	0.9251082	0.9251082	0.9251082	0.0237611
18330	-421.1405	-420.9098	-0.2306851	1.540878	1.540878	1.540878	1.540878	1.540878	1.540878	0.02536124
18340	-420.6262	-420.7415	0.1153316	1.348286	1.348286	1.348286	1.348286	1.348286	1.348286	0.02664856
18350	-423.8425	-423.2211	-0.6213719	1.797072	1.797072	1.797072	1.797072	1.797072	1.797072	0.02175604
18360	-420.8861	-420.8964	0.01029076	1.42021	1.42021	1.42021	1.42021	1.42021	1.42021	0.02559244
18370	-420.5967	-421.5695	0.9727839	0.7874121	0.7874121	0.7874121	0.7874121	0.7874121	0.7874121	0.02701516
18380	-421.1842	-420.8296	-0.3546055	1.595981	1.595981	1.595981	1.595981	1.595981	1.595981	0.02556449
18390	-421.1015	-421.3405	0.2389774	1.328142	1.328142	1.328142	1.328142	1.328142	1.328142	0.02451314
18400	-421.5804	-420.6285	-0.9519367	1.863837	1.863837	1.863837	1.863837	1.863837	1.863837	0.02624693
18410	-422.5705	-420.99	-1.580536	2.083621	2.083621	2.083621	2.083621	2.083621	2.083621	0.03076785
18420	-420.713	-420.7206	0.007610566	1.404756	1.404756	1.404756	1.404756	1.404756	1.404756	0.02648294
18430	-421.1724	-421.6002	0.4277885	1.112019	1.112019	1.112019	1.112019	1.112019	1.112019	0.03042672
18440	-420.4987	-421.1642	0.6655092	1.067593	1.067593	1.067593	1.067593	1.067593	1.067593	0.0258613
18450	-421.8099	-421.8529	0.04303242	1.446724	1.446724	1.446724	1.446724	1.446724	1.446724	0.02345703
18460	-420.6968	-420.7125	0.0156859	1.399137	1.399137	1.399137	1.399137	1.399137	1.399137	0.02657193
18470	-421.763	-422.326	0.5629746	1.193474	1.193474	1.193474	1.193474	1.193474	1.193474	0.02296752
18480	-420.4151	-421.1717	0.7565294	0.9835833	0.9835833	0.9835833	0.9835833	0.9835833	0.9835833	0.02691474
18490	-420.8386	-420.9817	0.1431177	1.286379	1.286379	1.286379	1.286379	1.286379	1.286379	0.02928923
18500	-420.5984	-420.8085	0.2100973	1.272015	1.272015	1.272015	1.272015	1.272015	1.272015	0.02816677
18510	-420.6584	-421.4973	0.8388414	0.9758016	0.9758016	0.9758016	0.9758016	0.9758016	0.9758016	0.02506881
18520	-420.7769	-421.0222	0.2452911	1.235175	1.235175	1.235175	1.235175	1.235175	1.235175	0.0291831
18530	-420.8604	-420.9814	0.1210211	1.369237	1.369237	1.369237	1.369237	1.369237	1.369237	0.02540664
18540	-426.4019	-424.8928	-1.509072	1.962702	1.962702	1.962702	1.962702	1.962702	1.962702	0.03708049
18550	-421.1689	-420.5172	-0.651689	1.689886	1.689886	1.689886	1.689886	1.689886	1.689886	0.02819321
18560	-420.5466	-420.7574	0.2108279	1.284289	1.284289	1.284289	1.284289	1.284289	1.284289	0.02748334
18570	-420.5043	-421.0505	0.5462372	1.088794	1.088794	1.088794	1.088794	1.088794	1.088794	0.02812348
18580	-420.4957	-420.8956	0.3999711	1.177573	1.177573	1.177573	1.177573	1.177573	1.177573	0.02783607
18590	-421.2845	-422.2751	0.9905991	0.9098676	0.9098676	0.9098676	0.9098676	0.9098676	0.9098676	0.02352734
18600	-421.212	-421.4648	0.2528045	1.326636	1.326636	1.326636	1.326636	1.326636	1.326636	0.02424887
18610	-423.2396	-422.2642	-0.9753852	1.763179	1.763179	1.763179	1.763179	1.763179	1.763179	0.03332751
18620	-421.6344	-420.9652	-0.6691924	1.662697	1.662697	1.662697	1.662697	1.662697	1.662697	0.03039956
18630	-421.1506	-420.6209	-0.5297549	1.663876	1.663876	1.663876	1.663876	1.663876	1.663876	0.02637681
18640	-420.4093	-421.0844	0.675092	1.034748	1.034748	1.034748	1.034748	1.034748	1.034748	0.02701141
18650	-420.6408	-421.4466	0.8058355	0.9965684	0.9965684	0.9965684	0.9965684	0.9965684	0.9965684	0.02513394
18660	-424.6187	-425.3269	0.7082249	0.5625341	0.5625341	0.5625341	0.5625341	0.5625341	0.5625341	0.03370695
18670	-420.6827	-421.3435	0.6607685	1.088949	1.088949	1.088949	1.088949	1.088949	1.088949	0.02507351
18680	-421.7159	-421.8113	0.09538306	1.419488	1.419488	1.419488	1.419488	1.419488	1.419488	0.02353951
18690	-421.4584	-421.3291	-0.1293233	1.397775	1.397775	1.397775	1.397775	1.397775	1.397775	0.03080357
18700	-420.4251	-421.1886	0.7634721	0.9897886	0.9897886	0.9897886	0.9897886	0.9897886	0.9897886	0.0264865
18710	-423.8477	-423.6831	-0.1646102	0.3272475	0.3272475	0.3272475	0.3272475	0.3272475	0.3272475	0.02906514
18720	-420.5291	-421.4118	0.8826478	0.8666435	0.8666435	0.8666435	0.8666435	0.8666435	0.8666435	0.02754978
18730	-420.6178	-421.6102	0.9923895	0.8293074	0.8293074	0.8293074	0.8293074	0.8293074	0.8293074	0.02561602
18740	-420.9797	-422.0727	1.092961	0.7146438	0.7146438	0.7146438	0.7146438	0.7146438	0.7146438	0.02478317
18750	-420.9975	-420.6264	-0.3710521	1.549785	1.549785	1.549785	1.549785	1.549785	1.549785	0.02864298
18760	-422.5828	-421.1633	-1.419524	2.109638	2.109638	2.109638	2.109638	2.109638	2.109638	0.02478153
18770	-420.7652	-421.82	1.054774	0.7559601	0.7559601	0.7559601	0.7559601	0.7559601	0.7559601	0.02536217
18780	-420.8006	-421.2588	0.4582204	1.114203	1.114203	1.114203	1.114203	1.114203	1.114203	0.02940322
18790	-420.7463	-421.7237	0.977388	0.8732086	0.8732086	0.8732086	0.8732086	0.8732086	0.8732086	0.0248819
18800	-421.0285	-421.8703	0.8418021	0.8393815	0.8393815	0.8393815	0.8393815	0.8393815	0.8393815	0.02950152
18810	-421.6736	-422.5203	0.8467123	0.7833569	0.7833569	0.7833569	0.7833569	0.7833569	0.7833569	0.03072956
18820	-422.2399	-423.2523	1.012426	0.5227799	0.5227799	0.5227799	0.5227799	0.5227799	0.5227799	0.02319733
18830	-420.8979	-420.5859	-0.3120018	1.551084	1.551084	1.551084	1.551084	1.551084	1.551084	0.02692706
18840	-420.8924	-421.6789	0.7864809	1.028915	1.028915	1.028915	1.028915	1.028915	1.028915	0.0243872
18850	-420.9165	-420.5959	-0.3206565	1.532009	1.532009	1.532009	1.532009	1.532009	1.532009	0.02826902
18860	-421.0817	-422.036	0.9543314	0.6870338	0.6870338	0.6870338	0.6870338	0.6870338	0.6870338	0.02855524
18870	-421.702	-422.8143	1.112248	0.8211013	0.8211013	0.8211013	0.8211013	0.8211013	0.8211013	0.02288846
18880	-420.998	-422.0936	1.095566	0.7149892	0.7149892	0.7149892	0.7149892	0.7149892	0.7149892	0.0247168
18890	-421.3244	-421.9711	0.6466888	0.970297	0.970297	0.970297	0.970297	0.970297	0.970297	0.03061972
18900	-421.2742	-422.2874	1.013193	0.8899207	0.8899207	0.8899207	0.8899207	0.8899207	0.8899207	0.02355791
18910	-420.5917	-421.213	0.621303	1.103247	1.103247	1.103247	1.103247	1.103247	1.103247	0.02545529
18920	-420.5085	-420.796	0.2875707	1.25076	1.25076	1.25076	1.25076	1.25076	1.25076	0.02715592
18930	-421.8787	-422.6807	0.8020233	0.5266428	0.5266428	0.5266428	0.5266428	0.5266428	0.5266428	0.02885805
18940	-420.4731	-421.04	0.5668994	1.081164	1.081164	1.081164	1.081164	1.081164	1.081164	0.02790442
18950	-420.4913	-420.8593	0.3679951	1.217056	1.217056	1.217056	1.217056	1.217056	1.217056	0.02671168
18960	-422.2063	-420.9968	-1.209445	1.909971	1.909971	1.909971	1.909971	1.909971	1.909971	0.03076225
18970	-422.672	-423.3197	0.6477071	0.4801534	0.4801534	0.4801534	0.4801534	0.4801534	0.4801534	0.03000025
18980	-421.5315	-421.123	-0.4085279	1.637166	1.637166	1.637166	1.637166	1.637166	1.637166	0.02472876
18990	-420.6477	-421.5819	0.9342415	0.8999677	0.8999677	0.8999677	0.8999677	0.8999677	0.8999677	0.0251928
19000	-420.47	-420.9338	0.4637239	1.169304	1.169304	1.169304	1.169304	1.169304	1.169304	0.02651357
19010	-420.6408	-420.7825	0.1416545	1.340048	1.340048	1.340048	1.340048	1.340048	1.340048	0.02638662
19020	-421.4558	-422.1486	0.6927984	0.9319218	0.9319218	0.9319218	0.9319218	0.9319218	0.9319218	0.03081313
19030	-420.5222	-420.9778	0.4555189	1.140205	1.140205	1.140205	1.140205	1.140205	1.140205	0.02816725
19040	-420.4823	-421.3782	0.8958306	0.8990322	0.8990322	0.8990322	0.8990322	0.8990322	0.8990322	0.02620863
19050	-420.63	-421.563	0.9329321	0.8984832	0.8984832	0.8984832	0.8984832	0.8984832	0.8984832	0.02527062
19060	-421.0191	-421.2376	0.2184742	1.333691	1.333691	1.333691	1.333691	1.333691	1.333691	0.02474667
19070	-422.2927	-423.4431	1.150459	0.5991571	0.5991571	0.5991571	0.5991571	0.5991571	0.5991571	0.02260223
19080	-420.9593	-421.4151	0.4558168	1.215493	1.215493	1.215493	1.215493	1.215493	1.215493	0.02453778
19090	-421.641	-422.775	1.134049	0.7843629	0.7843629	0.7843629	0.7843629	0.7843629	0.7843629	0.02303958
19100	-420.4128	-421.0468	0.6340159	1.064833	1.064833	1.064833	1.064833	1.064833	1.064833	0.0268103
19110	-423.011	-420.6833	-2.327639	2.476374	2.476374	2.476374	2.476374	2.476374	2.476374	0.02844046
19120	-420.5964	-421.5494	0.9530321	0.7997485	0.7997485	0.7997485	0.7997485	0.7997485	0.7997485	0.02730883
19130	-421.0211	-422.0108	0.9897335	0.6247651	0.6247651	0.6247651	0.6247651	0.6247651	0.6247651	0.02706507
19140	-421.9107	-423.0266	1.115877	0.8328288	0.8328288	0.8328288	0.8328288	0.8328288	0.8328288	0.02256752
19150	-425.5146	-426.8341	1.319515	0.7752531	0.7752531	0.7752531	0.7752531	0.7752531	0.7752531	0.01925263
19160	-420.4117	-421.0456	0.6339719	1.063634	1.063634	1.063634	1.063634	1.063634	1.063634	0.0268644
19170	-420.5134	-421.4266	0.9131784	0.851271	0.851271	0.851271	0.851271	0.851271	0.851271	0.02715124
19180	-421.2424	-422.1806	0.9382007	0.5846536	0.5846536	0.5846536	0.5846536	0.5846536	0.5846536	0.02754041
19190	-420.9387	-420.8142	-0.1244854	1.482111	1.482111	1.482111	1.482111	1.482111	1.482111	0.02577932
